:START_ID(User),:END_ID(Review),:TYPE
IWxNILja-WvurTuJWJ4skA,u-fVqF3HpFCyzrpeiGJeng,HAS_WROTES
6VYj2DVWmASWfFJ0WxAiyQ,c8lthzBWwl5dm5OfwO9bMA,HAS_WROTES
QPLl0ylUKzC4gEji7BVkow,PAV43QBxO2X8AePfUgscpg,HAS_WROTES
B4cnr5d2S_7McR3XBfrscA,QZr0dkTX0k0X6YpQCOgaPQ,HAS_WROTES
AYRM33lQayNtA6JreR_9Gw,yQ9pbFecfJ4eRXKBZjL95A,HAS_WROTES
_fve2DDscsVRkkJ0wb4BiA,3dQ6ck3RkzDHWEooW-zvWQ,HAS_WROTES
2aYMMSAxuhkKWaBWH8Oykg,OuGlpWIBI_mzcCfwrULuJA,HAS_WROTES
5py7HurGiQkg5hKwelk3HA,uzlchCYjuV8GkEYeWSYp2Q,HAS_WROTES
4CWSSJJJQTuuwbu4VnI6RA,hIZK-bcZRf-dFNMOX6DcYw,HAS_WROTES
MLNeHJHL7dCxXMHyq4PLLw,Q-1gmuaJuVLdk6ZwDrRPSw,HAS_WROTES
IMVZIi7x3d3NIQH1T5MN-Q,3ljSS0wDsgOiNNJM56MudQ,HAS_WROTES
idIPhxMAWADHMYSx8JL38Q,c8_fVHFkvUoPisI32bvpeA,HAS_WROTES
bG-tKd04pMHcRxduL79d2w,XLSnt0_4_sGmkMZUqLVr0w,HAS_WROTES
NIbqPvGZGYZBMo1HKSJsQw,X7aG8rXpeKyWCI2a-Cq6qQ,HAS_WROTES
ucD25otZ0uqWPSJnl4muQQ,jMbvmLdTYfppyWPpYAqguQ,HAS_WROTES
0Ler18OI57Ef6C4OzwACAg,wjfz5EwJP9wqrgaWmz1vcw,HAS_WROTES
EWmxCRMYEO3vaHXhJ35smg,1gpg75fdwRnFIfRYvCNHUg,HAS_WROTES
AjGyKyt1NRz_WjcoTLR8Mw,OgWFHwwTEEjkA2kDOsfB5g,HAS_WROTES
ujzlmw6ARWVf1s6Os-I4yg,zf41SC8-s0oV9x9BA-UAfw,HAS_WROTES
J4P4nUNvXD_E1b5ro_beKw,FwNy19SsUVkAEeWFPk5W4g,HAS_WROTES
kBFb2l1OmfQ-zLOR1d112Q,Hn1bILyZiQuxqzBnQovBZg,HAS_WROTES
6Rd-Oz0Iqns4_9NIhG9blw,eSQATTmmx1j09oMdTjLB5A,HAS_WROTES
XjLvFaNKzzprEDRR-3kxsQ,S1iYNFocF8VIrpJKJuaO4g,HAS_WROTES
z02XKjGqJMONH59_lUHlTQ,vnRINQnMlLLuuHi-f7LXPg,HAS_WROTES
wGihwyHDN41uCHjJydVkIg,06tpFl3kflw7uMwm7JcUqA,HAS_WROTES
OoBk2WH-X4tS3CUQa1ZvFA,k1dzukLvkRVY4m1IyhFisA,HAS_WROTES
SxbF2nhujc3dtIP02o875Q,s4gwGjRZlTzw2UCi23yrlQ,HAS_WROTES
HfjOWCJyRsUCSGBKkmudgw,gKZcu0TZQRjrhXV4UQFRTw,HAS_WROTES
ES-WvATjZylnoamV2b00Aw,AEISsryhPRCQcePDFontYw,HAS_WROTES
NieiBWM7Xh69ylwZaRNiTw,6LVz9uwaPpYSCMeSATeZwA,HAS_WROTES
3Yfjs04HMj_BEvWvKmqz7A,ZO1DR-_6pqcCUz4bn7hLuQ,HAS_WROTES
UKjsdQvypama0X_henp77A,CZ7HOlSaTwkasNXykVCWuQ,HAS_WROTES
K0trmNF0EAGB4bfcNThoMQ,KoGDCvrrmlkSp4i_LdUIdw,HAS_WROTES
wig0uC_qyPXfm3SmsjFCVQ,mj_ib5wR-q26-ERRJ6GMnw,HAS_WROTES
rHzx6yn-6TsLhr0h1s4K3Q,-iCWEdAZmHPKfejgwstmzg,HAS_WROTES
mTOW5AWN5zOGZnzggtaEhg,OBzbrYnWZvJ4I2YVg-l6Vw,HAS_WROTES
vvM9Q_C6xaeY4Wa3IG4pRA,HPm28IFEOx9U4IK5KooD6w,HAS_WROTES
_fve2DDscsVRkkJ0wb4BiA,Dln65UQjyQjVB3ztkA71Bg,HAS_WROTES
eUrjTXJLCZzVUMFjg0sgXw,jR6fNQiyuRtqHWPWdIsBwg,HAS_WROTES
RFiu3N0y6OLyDWyEYrXa_Q,zFzJ0UyTVNzhWKBCAw7IBw,HAS_WROTES
I1yyxVhartPqVpNBkIcKEw,ddhUJgCAIcZ0_iZlQXssIQ,HAS_WROTES
-6GQDYZxSKX23WmXBpiJ5w,09kIN0IZOjkO38a6JbPPUQ,HAS_WROTES
61nr50PqgF4WUWx4r-OcsQ,-kJqw8ptJ5ieoTVuHGdCLg,HAS_WROTES
0yxpsshqANhlzFE5LIZ5gA,CuKycTo-4k69flfRxNBvYA,HAS_WROTES
WVetgps5i3cem_incIh05A,Q6w526J-USlXGJuS9yaIWA,HAS_WROTES
bCmOH5WRgd8MMLsz_jlfQA,F4VW4Gj8k38T6Lz3XcL__Q,HAS_WROTES
tvTrZRJOZPsh4HzaWdoXIw,z2yzTNrP30cHJjwd6FVRlA,HAS_WROTES
mRvP6_HWwRiisM3NiNOG5g,-ENLRBoXnXi47LR5Meyu2A,HAS_WROTES
yG1q9kH2Zj4OeWusHMQmSw,_MqRyh1B3ASOeTzPPnb_CQ,HAS_WROTES
bgpeH1A75RPHR3kOyl6nGw,iEw-UIkE8MH2PM8LUiWGgg,HAS_WROTES
CEtTB2_zqgTBqXK6KI3CjQ,fWn57-J2aYpAD_LSSpOiaQ,HAS_WROTES
hSvOtGdEW8e3lC_YIp-LcQ,DfcrexT5qGCI_Emt-cF4WA,HAS_WROTES
Hvc16QFEw6yGVftSt15Ziw,-qEB9-7S7VqHxwCDbKZj0w,HAS_WROTES
AxnKCEZoln5ZmhT2ik6RNQ,8hIUk_To8ax8pSGZar2bZA,HAS_WROTES
ZRN3b3ssJNHa0WtLZ9vgKA,bvvmz7DXY7Hz4Rb0TOiPig,HAS_WROTES
pF7ZCQEi7wk-PfhtW9Br2w,ssxstq3ZEe02ASu1Fq-LaA,HAS_WROTES
A08Z4MwB5tD69Uxpq0vZqg,fWZVkadgW5u8gA89kFHg1w,HAS_WROTES
59FYUqwUc_ydRWmjrxW1MA,s2XyQjZnUCLhoe5z0UNEwA,HAS_WROTES
9o0wWRNXqDLwTyLUQvLruw,fUpXRkpp3pl4gMzj2A7pbw,HAS_WROTES
NqBYt9pw7kNoytFQ9ATS-w,dPTVougMrTQXyl3Cb-fRSg,HAS_WROTES
VgXgDBCH7iq76dS1049uEQ,B8uhX84GLkADwdDm6FU5jg,HAS_WROTES
g6s0qIp1AGaIhHyrS6_YVA,7yebKqKgrvFPcKHPY9o2fw,HAS_WROTES
wzyGNvArcpUjZauRWFrKHA,aGZe9ui6veZ5Te9djrMtbg,HAS_WROTES
590n3_2wj7xIPBzw8ogXTg,JL-l5t_eEpN4ID2AZdp74g,HAS_WROTES
K-vrlYvbW4hXX4e1tQfzyw,tcOpVaAMQ8yt-d-YJkOgog,HAS_WROTES
PW2001NgDQBg2wLmSMPg4Q,NAAAQ6ukX9m2B0SlTLrIPA,HAS_WROTES
1UCQOJxaOKqugbglLPd5ig,YS3l7lhlFUmAxbw-11qWCQ,HAS_WROTES
cleOWOFKGYj5IY4EYjgMLQ,rTs_3sKBgIoM0tesu_6t-A,HAS_WROTES
zZRE8S7Lz4oHUmq63CbWcw,PNghK73Ye-RW7_bKZwFlrg,HAS_WROTES
KZeevXlrB1LDgjgsPwVS2w,1-agEFiZkkI6vm2ppBHyFg,HAS_WROTES
bCV-xUh4gWscZLQLWXBtJw,8la7nMPdxI3T6ZWVY2DhWw,HAS_WROTES
mPaMKIY3olrepI21llPYjg,f5v-FFEXa3MKGPyb2WUNbQ,HAS_WROTES
I_DxO0YwW-mV3qMZq2sR-w,GtkNOuCYl66VMWmOmqYlYw,HAS_WROTES
-v99R_jSDi4wi8_g-yyKBQ,0EgES6RKNhRxxOIhGx95Yg,HAS_WROTES
NMOxipsnXc6olWdHYzXiYA,mvwgkhfuJttyfTrhOeVqJQ,HAS_WROTES
vLrXULy1JXXQVscS_Vo-Ww,Mmcqfx5gAx0jEyDXKW0QvA,HAS_WROTES
zDQK-InRK5g2weu2KeabBA,gR6MrCQCY9wiNOSd1hp8hQ,HAS_WROTES
yonLnehnOp5fjWV2cFVqVA,pg2za6H_QD_6vnRw68EyOw,HAS_WROTES
HRCyugJI_AcrtmOmn4cRHA,nIWMtsR8-Rj7mEZj66YdQQ,HAS_WROTES
590n3_2wj7xIPBzw8ogXTg,gK-l7Xm62UFy5KDRTWEyFw,HAS_WROTES
WZHz60LngteI7-Qita9XlA,XfPi2cZUkM5lnFi_0tW1yQ,HAS_WROTES
IQcV3vi5EWfLkSFDW0jzTA,gfmugEMgNsVpcYAsSH3Vhg,HAS_WROTES
cNFJaLeT9MEVyUAk1VhgJA,Mod56GW80UZGs48lcnbKyQ,HAS_WROTES
56uyTW4KiGduSVw5l2SYIw,XzhmqiRCaP2jcoq88UX-zg,HAS_WROTES
0mb0yniUUz-LUde1gYfULA,kY_ibCGPgOp9BatervWeaw,HAS_WROTES
zSYtDYAY_yGCkXKXwVTvXg,3FRaPL0Do-KaAJLp5NT-aA,HAS_WROTES
qzqkHVbnqK__SMug1mnw7w,vVrgfNnozyz02xWeD8RC6Q,HAS_WROTES
5Z_nND8byhuLCioo1QBxfw,EZ1aOiQeVeYZnVLYxOjpow,HAS_WROTES
I5EsgXDMi-UeUnGyMENefQ,HNSqS2SnnRmIQ7cWWCSS_w,HAS_WROTES
bQbTlM4TRjodo_59GPp3Eg,Gz0Q7noWblTHPGgmh5H9dg,HAS_WROTES
ArIoPib2zfspT2xO2MIlcw,c0at8AocKK_mp-8PIkht8Q,HAS_WROTES
Rx4IugMRCVlrOF8P4viUKg,EDTxNgMlqi3lV63wcMqWUQ,HAS_WROTES
RN-ROriuiTMfr0AhWioj7Q,qCOOMNNluFGbAH0ZSzXieg,HAS_WROTES
XRQE1IcDHhV8jfvmMALqOw,ETCZ61rx1DvKOWcDCp5YEw,HAS_WROTES
EO1Cz15wYnHQ0aGc9T6tzw,KEtuoynDXNWWVUCjFefg4A,HAS_WROTES
lO63PbaZP6DJmYyKKl8UNQ,430uBHvWMzZlaRcOdZ78Eg,HAS_WROTES
r8NkKFIjOx6CP_FLt5GKzw,Lf48-ymEO4itMIwKaeXJbw,HAS_WROTES
PC-btyWC892Yp7JpSw-Pwg,tRT3B_85fdkADaDLlhfCeA,HAS_WROTES
cFaHx-FkCnzdfF8BccukIg,0cTY-97LAPbXbAHZYgFTtw,HAS_WROTES
5EkIwjApJ3MY1qGED7x1aQ,zRhMhAMXqUq3Iai90ONB_w,HAS_WROTES
j_orXueAYJBft-VUNbs1IA,xTWaBLIPRZAgDNh0bU2_-A,HAS_WROTES
mx3H7ezr_6M08mIhirxsQA,wIGSWCcby87vDblM5ubTFg,HAS_WROTES
GG0mFsEXb-02_dzFPqRV1Q,qksrHSAVMq8jArTqIIDL5Q,HAS_WROTES
rIGU0h70QMIpVK4QULfxsg,Bo3i1F_M3dyZzvkterQyZQ,HAS_WROTES
aToXreIHebl82eiRptU1-Q,F49Tjz8F_IsoC75j65wm7A,HAS_WROTES
ZXLg63NasKtoA8k45fAD6A,0F9opPQYXLlN0GE_whWVIQ,HAS_WROTES
EWAuts5tIljR3cncrc4Daw,25UghdGOaXUWeS0B6WNAZw,HAS_WROTES
36gjZ3cHN9rBHgp4JOJ1Rw,jnVgf1c9_2fzBj8iaZ0M_Q,HAS_WROTES
bA9wFtiODX-x3wMMUMUoqQ,YSsVyv8kTPDo378seKedHA,HAS_WROTES
Ip-XdrL7uInJmkpPY6OMhw,LhK_BXNipLdD7QIGS3ycJw,HAS_WROTES
CBQNhLohQdGklas6aNt5qg,K_nm_-d2IsKHJbudJRIkLA,HAS_WROTES
iqHRttGjTxxEBWFMQdpgzQ,sdafClToP0erkjLnX1MfRw,HAS_WROTES
h2qrABo1786GXNCf49cRIA,UxGBK3Ugcs9x5HJONRgKPQ,HAS_WROTES
Xi9eDcFVPHBxQLr1o-QneA,t3961-lcaVdEbigkHar3oQ,HAS_WROTES
ZXCGLSEIJfV_g_MbDs4CYQ,s5tArudxKoAaGrpgxMuQlw,HAS_WROTES
KGGTrWrr4qofJbiIh3lbtQ,URc0FPp51Crml1ISkh72Wg,HAS_WROTES
K_EB80pEAENEFwOQZ_9clA,LOG4Mg_7is41HumUO9ZGZg,HAS_WROTES
kTFGwt18IGrLZ83XtlPz4g,NBPDRUNwwHgwyrOVu0-FRg,HAS_WROTES
D_mwdJPdVZqk_bLCobS2pw,VwTFaJ5puGaoDQj0fJCzMg,HAS_WROTES
kxxqUuTNMBIqtNef9-9qng,11eoWaPwQh-EFjDZpjKNUA,HAS_WROTES
JTvkCHxfNr7GJRFfrGQ5kw,iUaqiRJXl95CXMpIJRwRuw,HAS_WROTES
jAP_EiSAz9r3q7o3ZGAS8g,eVgOdgx7zQMMgTIPFzfS5A,HAS_WROTES
6Rd-Oz0Iqns4_9NIhG9blw,WhSFtB2FM39kAlriiYKqqA,HAS_WROTES
UAy2XPaSemzs4c38XJWA-g,LvqZRJyDld-8C0-fkcM5Fg,HAS_WROTES
bOebhTahbwST9Fda8m1svw,veMhANq3SfleUS9Px3DZWg,HAS_WROTES
tO6cctBn0YZ30VukK6xrjQ,fcrrl8Y_GY9aC_4oDjqAyw,HAS_WROTES
TFhwthIABnufQjLXL2ca-w,FlFia7rlslms0dBS8-x4aw,HAS_WROTES
1yE_6S_f6w5aEyjle1hzMA,y5U-F9BSBi50pqgfz27Seg,HAS_WROTES
dyMEh-Xt4TBMj5RKUfOx7A,cO6oOB_4wLIcL7rEG1fnag,HAS_WROTES
jK_SY5ciS1IL82Cf3Ed1_w,XaWRDczGm8iBI446e2drQQ,HAS_WROTES
Bq-BIdYrWloJXq6v6v_iiA,TmuZ2lADv28WDmgs3h2shg,HAS_WROTES
wlyqPTGQtKns3l2XpzhO0Q,_1DGOfbHmuPqX6DMJeXaAA,HAS_WROTES
tV2_gkppGeXPEdodbwmyBA,mUr9iZEt5s4yF5HLpszMbg,HAS_WROTES
beMMdmNtpPqNrf_jWJPgbw,9cyiupak6pnk0iGEHQ7ptw,HAS_WROTES
FLQMCq_UEIFvcH54KiSUAw,iE-8zmTmlhn8GYGx5LIQgA,HAS_WROTES
Rp8Uu8x__0GmPkX3ataQhQ,l44v2HCY5AKI99OGHV70cA,HAS_WROTES
FDddPziBB828nqLdIwNuHg,iI5klWpz7AiU23_-u8quYQ,HAS_WROTES
lw0EGWFs7nUJA-1gTGOLGA,ehL339SGQuCWQ6XTS23org,HAS_WROTES
isE0lDXKCWWWJJKzuTnwPg,7kvxG1fXSZMmuK4VCsA1Nw,HAS_WROTES
Beizkox7xCrio08NHdp3gw,A6tEKUwSbFqLgiJ__puueA,HAS_WROTES
ZWLa9q33aoevkvLrnLbABQ,mBHvJg2-j3hiI_OJYVaMXg,HAS_WROTES
-IxSMWogq5HWhEKuqX_B6Q,NqRDu-6c76ekxbz1YMMyRw,HAS_WROTES
d_IfaFcX95VIthSH4xytpw,BNR2JezNsEHZr8zsG-BycA,HAS_WROTES
ES-WvATjZylnoamV2b00Aw,2riICZzL5V1bXooyTIUcJQ,HAS_WROTES
IP8WNR38vljkyh-m6ourKw,Ic1D-EvQ62WskHdQ_JGtcQ,HAS_WROTES
7b1BaT-jf7wNnM5pxE-7kg,g6hM9bGthfMw5hFA0OKwVQ,HAS_WROTES
P9hbcVoZIPKF4gV8KH427A,SIOzEXbAWkAEksEvgZxtbA,HAS_WROTES
QztjHeND8Agw8upiqKmthg,Edi8fRckkFTMJQMksOC9zg,HAS_WROTES
0I7jiG82JGXhR3QKH-ZBRg,8j1-extTWu8eo3puOHKVaw,HAS_WROTES
CSCKshBCf6-MBGUCFpEGAQ,OjFw55RXSWEf28fEZif9BA,HAS_WROTES
v-D-pxJVsKl0rTHlf7rTMg,RKD_ON6_iTybbTScGMYwjA,HAS_WROTES
VhnN3lzm1nk4Yyq6IQ4tiw,DvMtsr_xVxrh9TDNBHRyPQ,HAS_WROTES
YvZG-SGe5Y73xD5FVEVoCg,EzXWpnRhLlTYMxRMMHQlnw,HAS_WROTES
V0i1Cq-fZ2gwXLtW0QnU2g,tyKkDltL73BPA3jsujfMVA,HAS_WROTES
bXO1UHH1-EqXihImLeTajg,Z2lr9TNhOt1kw1Tbb8AJvg,HAS_WROTES
1ih5oVcSPxjy5_b1STBgyg,Fd6uxAVSTtZaVSThwUdmcQ,HAS_WROTES
BfMaaF7my333vivm0rQkKg,CrIfYEB4TLcrffjny4V4iQ,HAS_WROTES
bcDNC8UNgdahvkwW3ZWYvg,TaI36Dww2QEiQgZY4yNx9w,HAS_WROTES
spMm2Q7P877EbdlZULHtUw,X9WsL-_ytfIKL0pd6s4ypQ,HAS_WROTES
TsVL3f0GTSPmTzpYGUySyg,kdHnQUORsLQnNf3eKOmy9Q,HAS_WROTES
-XNOO9BH8qU6i8YITBdO2Q,KgO3OvIVkSSl5oxULhUyuQ,HAS_WROTES
qFpXXy_IZRnyeiAUNO-5gw,9j3ys6rv_XMHEGQP2MmDBg,HAS_WROTES
pUhfkbWrUyZA-hNdl54vmA,l86ucMGny2ZDenXY-kfnuA,HAS_WROTES
IclhIcDSBty8EK3RJBJJ1g,tnHFLpktK_0zc8Yfx9uQ3Q,HAS_WROTES
9ZVWmfjSRqQbjVXM3LMjCw,IY2bhuvpd3AWuWHM-IjF2w,HAS_WROTES
CA56wKbWKM-0FiecFaEy6w,PlLCLJXStD8cok9qVriMEg,HAS_WROTES
J-SrJeEyrJ1lfE0o3Rcoqw,08fJPn2PjtAhjoF4TBWMlg,HAS_WROTES
AV6SGAy3eCYDtjcYjC1owA,rod_b6WiX6tD7jEHfUjJRg,HAS_WROTES
5fj60wzO7AfiCIJRQP9sXA,O1ir9ZS3eqEkiIp_DnFKkA,HAS_WROTES
2N_jlAab-VXAvPk1Ebk6eQ,xoqFFT7JAIjuiF7LJAvamw,HAS_WROTES
MfWf3EKvDh3VLpaVzP0MpQ,jcKqlrIdx0lFakIrVA2U6w,HAS_WROTES
p5_ZxjKtl6KxZibC88CudQ,I8s4Kel5T95cdNO9Ku9S2A,HAS_WROTES
tnKOkddePbWR__4l65T7IQ,oSt7_HcMZQlq_X4M_1PqaA,HAS_WROTES
NGGd_11d2RXR8wTurenLgg,9QNC-FNmA__dnD4Dk6910Q,HAS_WROTES
vm_rcd2gPusWhIaKS27oRw,MxRAHeIhkBn7Wlw6X4w5OQ,HAS_WROTES
_wO6ewgzu-pA6cOtOSXANQ,g9T24ZZDHknQVS1uw9bVAA,HAS_WROTES
vE1GslD2FmYzZ-AZJpWOaQ,HO7Pse0LHR8xCy4teCKLmA,HAS_WROTES
OOW9DTguweuXz5jPnKE8UQ,eOv7gBL_nMChz670n-YD8w,HAS_WROTES
DbR3n4JtY-TnVanMYWo23w,Z0nnHRW3DoLs_IVHA7M21A,HAS_WROTES
igusXfHVRkAzFd5KGa3VDw,zbJ5z-LgD8g0VMjEsosUfQ,HAS_WROTES
o-9_iS1uicDh2lu3sPMDXA,WJWrEJQu5pHMwm5Yt4Dupw,HAS_WROTES
wAdJGoQxCj76U3n1eBTQ2Q,W6l1m8H1f7iO1G8HdKUDOQ,HAS_WROTES
8X4qRV4PFb7By-ilzDK9qw,aCVtkKHzVexxw7kLWu4WdQ,HAS_WROTES
7z5ppnE__EgPdnwVj_8pvA,frCh-i2vI1rp7wN4u3KO_Q,HAS_WROTES
61nr50PqgF4WUWx4r-OcsQ,j4q93mTokUZnmK-X7I9Afw,HAS_WROTES
KxQmnCM-DkiMqRakl16-qg,ZZKbwgk6nkxYXnx_3A7WYg,HAS_WROTES
rcn5qSM5BOrlmIzxDWzXIw,6pNwp6XFLp0alZotf6cGVw,HAS_WROTES
bXl7o7JuVYddidM9yWRt3Q,2feAogtHwpqEckC9lAzVrw,HAS_WROTES
NvLaVZD8bEJWdErdPB-rNQ,X9YOqbZgghbYv9O9keYb8Q,HAS_WROTES
mha947jSmgSxQ7ygAilz2A,PySov5aFuYrznFpFuijOnA,HAS_WROTES
_DWJPum_UQ1n4l9Th0o81Q,ncxnwa48LaJqbM4nka7ygA,HAS_WROTES
V3d8a39Uf8NDW2T31AoAqQ,rObal2ELFeWkaziGv7ExYg,HAS_WROTES
ZJF0_0NvbZZxJOBE411KFA,rRtQJHbhZ0PxP9aHajRsUw,HAS_WROTES
VVUVedy7mqndxJ4Mw5C2Rg,zoquep2X5rMW8TiFK7gvcw,HAS_WROTES
JBKA_lKGiL_0gSxmzSjxVQ,xxWxz_BbVeoZ-52q4xpGhw,HAS_WROTES
uRrvzISsP5NWel2WGoZpoQ,iBx3lVU5OTch1RKH4SyYuw,HAS_WROTES
xbzdNYr0N4ofROKkNsxOOA,q1f2ntPyVu9SKsQ0GJusmw,HAS_WROTES
_3F_UX6duo_qvTyKkzgSsg,gFLCA0LSV7PezCDN2NOQcA,HAS_WROTES
RCZ5M9o2-fxgFuurpmEs3w,Qkf4sCaX5OcYdY2MqdH8cQ,HAS_WROTES
gYZXcujLM2SfwydWdei6Og,5ywSoyH2gR92jjFhrhyjTQ,HAS_WROTES
kaa6i7IHMyYIom7DIul9EQ,xpszhdhxLQMg7RpZODrG0w,HAS_WROTES
yrO9yCoqZzanxHaVd3nt3w,c-5kmvzT5e39FApkqVwuyg,HAS_WROTES
fZneJqAddcKki77npyldQA,OUlnmjYzLqQot7Pdaiiu2w,HAS_WROTES
wqnvRT0p0qMYz465WTxHzw,YIab55aRU2FyDEQyz8GtGw,HAS_WROTES
cjTCvcP1AD9SXGUliYP-CA,KKXiRs0QLLtWJsnkaRhCBQ,HAS_WROTES
qhc9OrRouIbr5hNQZcc6Yw,NH3XAmDnLOT_GPu520hZYA,HAS_WROTES
ZWxPv6QGZokOw3HrbtyA3Q,MglB3T5a4m7OcHVxCyfwrQ,HAS_WROTES
FxVf81q3rfzzsiwXf3y2bg,sSDOTcZzh3p4fZKtzAkUIA,HAS_WROTES
OY0lWSo1kw_B84JF89kAFQ,AuE3L0May7cZ2USgBPh-Sg,HAS_WROTES
Zt7hPuzDBCLj91m3r_w7SQ,HRRrGWRG5iMcxNhPhPElZg,HAS_WROTES
KZNpUHqATkV6CfDMwC8HzQ,H702bwF8Bg4aI5IYE2aMKQ,HAS_WROTES
DG7fYMcTdl0OE6B2mRfqMA,x5SRM16T4Bi7LdyQ24o8XQ,HAS_WROTES
kFNoxtX3LJRMxvcbkq9tWA,VZhXX-HgJaNij-8gurpXiQ,HAS_WROTES
Iq5Btv1l_iX5kYAySAbdlA,NV-_fgpCqJnIy8uUwmVy9A,HAS_WROTES
vvM9Q_C6xaeY4Wa3IG4pRA,ODOtyFwa_Omhk6SbW8giVA,HAS_WROTES
Pbk_xuk92yOyrUQKkzRThA,lCVsCaxtTmDZIPIY9WwNrw,HAS_WROTES
EKjCWIhccVLc2ZdfyJkVug,mi1daRPavrnopmjYIC6yfA,HAS_WROTES
3nLVr6AOlDrCXnQNEMdurw,pBbTxYa9ssFSYaFjLGkHBA,HAS_WROTES
Jbwvnl64HPBseSynnceeAg,DQyoqDO-3SmXKe1aeSf8uQ,HAS_WROTES
ttP-m3VNxNh_f3jyGFXPjw,9TY1dt74tlGDgC7PzSpdnA,HAS_WROTES
neiXtFkKjFWD7AHNEKjW3g,p8Zq8u1HxroOPNnrCeRjUQ,HAS_WROTES
WT4Jy2xQfui9QkXf3S2UQg,UxDiGMQ-d5m7nx6888Daqg,HAS_WROTES
kbtj8yDpZl7w4trgm1L1ow,HSY_w9kd3q0el4LjcKX8Ag,HAS_WROTES
