:START_ID(User),:END_ID(User),:TYPE
UJEjJgi1xpmLR4b3J8fn2Q,6kJFLAHV-tNsBEZaRTqEWQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,R0NPQEVtdE-3atyhMFt6PQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,GqEF3Wh2e8Q2G2pN7JivrA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,OLGQ7alK4VKl3YdQk6UF5g,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,DSG2QzgGD_0QgNGqYITraw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,KeuhteHe76DxDlXnkWoDwA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,NNgQ8fV5ARQgHw-Ob7l50A,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,sGaoPWB_p1aOm5z9cnV3Aw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,SeWsQoYPbQuMAqfRNNS6Jg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,KuYOQa9gGKK9h1HfvRDAMA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,vU9_lZqJQIR8btUYw7fqxA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,y3Wtx1pOvTiqsJRkjceXiw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,6Yy4vdVpfmy19SigDdVZtA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,vbEf26yXYP0WBsveEXWIlw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,ZcogXYI50Ja_6b4CdEG_0Q,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,-G7Zkl1wIWBBmD0KRy_sCw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,EQpFHqGT9Tk6YSwORTtwpg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,8wQIoFapkegkC5fcVYg_Iw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,TOj5yZZEwS3J3fLgo3V3yQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,fCvMnJU1Z-XhAjKg99wK3Q,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,6Mv-qMJyxSokCu8YFM1o0A,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,BmVwbsL8l0imz4slonyMaA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,u7lGgwVTmPaILJ0C1CwnHg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,K17847uudqPFPIjSPgxs2A,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,XuaqlmZdRldcw97I_TtX9w,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,Ch759-9JBBu-UafQ2-abYQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,8EMU7d4pCkdqUnvlIW40CA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,zhDIG_fmwym2xJssR3bmcQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,XQk-XZKwNim2fsc8_LHksA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,RKULSOrIvvYpDmtuYXEXzA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,TFvhSVpxUgZWks1cZqpakA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,Zpb3qkFUeQOY5e8ZrNeGaQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,dqucQwA-CHWhUczwqIxKKg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,Dn9WngLhC-utqIS07IlP2A,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,C6YEJOh2TUgBUqwWN6a4cQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,FC2VrNn9SmcchQc31D1mHA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,wWa9X07Cq8EVaqJrA5QKyA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,cIVmIJD7nIiEcVGamfBoVw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,_BcWyKQL16ndpBdggh2kNA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,HigkMf3t7YE_X0D49Vd7jQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,cUB2WhICFuSe7DwXAIoo0g,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,s-xVBnGjW1U4iqbTJRSu7Q,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,GcdYgbaF75vj7RO6EZhPOQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,5G2IF0VIN3Brl-m45QDXsA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,hv2VFkaZpwdVSl-VdNfitw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,_hPjqzQDiyw1-4U_IAETpg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,-hKniZN2OdshWLHYuj21jQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,fYB4nPD2Y0uXXpVo20ZrNg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,v4KYRLFGmeqwlntnDbJ4Uw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,FlXBpK_YZxLo27jcMdII1w,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,TR7ezcRznfr1Jif7euZZJg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,EouCKoDfzaVG0klEgdDvCQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,NMOxipsnXc6olWdHYzXiYA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,oknU9tuT6R16XlolOBnWHw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,ZCVEZmTB_StK-UXA3WPVlQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,lRRuTimITgwzoXLIM3g9qw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,7ZauzmeTHuR-8FqnmJbOtA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,hVPyu7QWaSQgOlz0rppmkg,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,mzL0zHFGyd9866OUljq49g,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,s_ushMFjAYjIvszJW2gOhQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,B4cnr5d2S_7McR3XBfrscA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,46Wi08T5D3phf3SMgi7U3w,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,P9hbcVoZIPKF4gV8KH427A,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,AvGJVv7Z3a0q1MJT1Ykd0w,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,ppsm8EDKjA1fp1yTCP3RrQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,31_OzcUIfroEoSqpYuPQuw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,j_orXueAYJBft-VUNbs1IA,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,X-8WUdJ1hYidYXQygzTEBw,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,Wmux4GgQkNBGz4mb0BBT3w,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,61FNJUiDqXReViksOYiILQ,IS_FRIEND_WITH
UJEjJgi1xpmLR4b3J8fn2Q,6WG2IGTVr-xKn0pYQZJGjw,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,EiT_pSuIb08oRn4CfwfMJg,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,DMx9EJox_ZlUHgrQE5JvGw,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,huayr-WjhExgJPIZcRhZIQ,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,hUC20Pp-3Cj9jbBRYjn4wQ,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,RKULSOrIvvYpDmtuYXEXzA,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,We9qK9M-oI6LUULbQo_InQ,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,Oe4LLtN1tn46sDUM-BSX_A,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,BcovypoLnNk7LGsnBEN9_A,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,xvZ6w6zoogvvcEu2Shz88A,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,JcB4XA0zxlx6F4b4MUT0Hg,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,TOj5yZZEwS3J3fLgo3V3yQ,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,6Mv-qMJyxSokCu8YFM1o0A,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,1vB6Olfkba7Sb-Y6TfiB0Q,IS_FRIEND_WITH
7LmJ87EijrHcoYRu9WgoHg,XYSDrIef7g4Gmp3lNFVO6A,IS_FRIEND_WITH
kLm3B6LeboEZWX_4otpILA,RPJD8hqBnROZREuUc7liEA,IS_FRIEND_WITH
kLm3B6LeboEZWX_4otpILA,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
VFXKRVzEMbnsDcYFdwiiuA,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
VFXKRVzEMbnsDcYFdwiiuA,J9c0XM-wV_KQmtZYxvIFFQ,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,BmVwbsL8l0imz4slonyMaA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,xJe2bKX81FeKdBXfDye_7Q,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,_BcWyKQL16ndpBdggh2kNA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,NdIuevq5RxeaIdAM74-5_Q,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,w_ulWOjbIYa0seIc87wkdw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,6BofTeZVuAsbHh69aOEtCA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,AvGJVv7Z3a0q1MJT1Ykd0w,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,owQqWfiEnsHGJIcrzDJ_Xw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,1ih5oVcSPxjy5_b1STBgyg,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,XQk-XZKwNim2fsc8_LHksA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,GjVo48jr63RsTg0uwrdkWw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,lsX3yn80H87nFY36Xkkc8Q,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,ZHetlfbMxwAdW2Uas-_Oyw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,0vIpp7kFVgrM0ADkH_NA2g,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,_SRkg8TO8BSfSrcLLTming,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,4-lVJUDmcKvknzCzpzNNUA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,TMvp5YDUtrwHF4qS1eHseg,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,9piMEmpL9nfG8OBA31Ihlw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,dlaUfTvPZyeNVhFjK3EOcQ,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,kaa6i7IHMyYIom7DIul9EQ,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,r1WDuGy68RvaBzQ58hod8A,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,y3Wtx1pOvTiqsJRkjceXiw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,rbTtgeU7eVNbj6hiKdA7jw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,pTvR_xN-sWY5-jakTKw1ag,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,TA_7dlpIA5rGx-oiyhiAIA,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,mqXEVHLZI5B40WNbID17Vw,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,ljDvuID7AyHmJ0GJqfV5_A,IS_FRIEND_WITH
y5qEpAfJQaOjjG8ZJWrp6w,6Mv-qMJyxSokCu8YFM1o0A,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,1Z2CVv2zDnb7Dg_j_S7rOg,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,UiRx8jyS6H957ItwFsP2nQ,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,CHeMEder5ijEoCPLWjto_Q,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,bfoWSqve91gVnhUwMm_KJQ,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,7ijRyJFoy7IebLa5r0fJRg,IS_FRIEND_WITH
mZHk_DPbeUTQBZOBOyoqlA,ZZ0fsmQf-VLTrSv0T9_cZA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,E53n5hlS77UzW4TVr_73vA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,e07N9h4zSveDeex9qTJegQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,-FZBTkAZEXoP7CYvRV2ZwQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,6pbNMgTnSYrtPHDN07IXwA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,NGGd_11d2RXR8wTurenLgg,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,xDVd1YGZ3KN0JAJE1y__BQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,gXpVmuIiaVJrskxQ0eDj3Q,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,gWZETLPu_ihAtLOYtrm0mw,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,p1EiD_VGJfAQwo543FmQog,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,0efhiL1BfEuRKyQT8VXuLQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,BmVwbsL8l0imz4slonyMaA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,vU9_lZqJQIR8btUYw7fqxA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,5qN309JwiJ8UGDUdkzA6fg,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,qIVLLE6twbV_33WpiGIzDw,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,RCXX__k3R2Zf1kzmTpopWA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,MEgTog8Eot2kupiPE_1pmA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,fCvMnJU1Z-XhAjKg99wK3Q,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,GfI-d9mQePFA2PvhAd4WGQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,FlXBpK_YZxLo27jcMdII1w,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,hL7P5o46JKPbDm9O6hw9Ng,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,dqucQwA-CHWhUczwqIxKKg,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,IMVZIi7x3d3NIQH1T5MN-Q,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,135DbbQnr3BEkQbBzZ9T1A,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,RKULSOrIvvYpDmtuYXEXzA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,vLsNkiz6TXXVFfxQxi3oSA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,_hPjqzQDiyw1-4U_IAETpg,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,9Vv0TwCtWTebVGB29uml3A,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,Zp1o52IRl92dunmsfiT96g,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,_BcWyKQL16ndpBdggh2kNA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,z02XKjGqJMONH59_lUHlTQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,jtkXg-OITT1Wvq0jCpLudA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,-NbeVN5tnwdyYAvdNkKMjw,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,mzL0zHFGyd9866OUljq49g,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,pPLZVbmjcG7OPIbmR1q8JA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,Wmux4GgQkNBGz4mb0BBT3w,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,5G2IF0VIN3Brl-m45QDXsA,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,UiRx8jyS6H957ItwFsP2nQ,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,jAP_EiSAz9r3q7o3ZGAS8g,IS_FRIEND_WITH
GG0mFsEXb-02_dzFPqRV1Q,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,5G2IF0VIN3Brl-m45QDXsA,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,pbCb0Tz0KQ0kkgaxzhWhoA,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,0YyF7OrD2VEUVUiYmKZ8MA,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,Lrk7Q6eJcu1nyDdW0SMiKw,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,61FNJUiDqXReViksOYiILQ,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,P9hbcVoZIPKF4gV8KH427A,IS_FRIEND_WITH
nPJw7YpKgHE6fowxgl3l1A,mzL0zHFGyd9866OUljq49g,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,NGGd_11d2RXR8wTurenLgg,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,7ZauzmeTHuR-8FqnmJbOtA,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,MnYfi2DODiZkLIwJFuwB2g,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,jkqhSCrMpTaxTp0TFwKjeQ,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,6pbNMgTnSYrtPHDN07IXwA,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,EQpFHqGT9Tk6YSwORTtwpg,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,_BcWyKQL16ndpBdggh2kNA,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,pdAm41Q17MJ2VkMNak1mvw,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,vU9_lZqJQIR8btUYw7fqxA,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,ACwBMSJzgW6vOvV7vOrk8Q,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,RKULSOrIvvYpDmtuYXEXzA,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,Lrk7Q6eJcu1nyDdW0SMiKw,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,dqucQwA-CHWhUczwqIxKKg,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,uGmPjuszV7NTbgUci9fo5w,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,Oi1qbcz2m2SnwUeztGYcnQ,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,I6YARR1VloAua-buFULo1Q,IS_FRIEND_WITH
k_muz40jJaiY1PVga6NDXA,JcB4XA0zxlx6F4b4MUT0Hg,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,XuhpPK0bZgVenkGBh7KA6w,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,wnrHhjDpQk5uLUK7Iku75A,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,kTpsjDUhl9BlRl0FVuNreA,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,61FNJUiDqXReViksOYiILQ,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,lN_sKVrvdQA_N58IhpSEyQ,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,BmVwbsL8l0imz4slonyMaA,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,FOC5dArAp-ZPzMsJLYoZDQ,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,KeuhteHe76DxDlXnkWoDwA,IS_FRIEND_WITH
ojxS1v-8nUvEEx4DlsPQrA,gWZETLPu_ihAtLOYtrm0mw,IS_FRIEND_WITH
