:START_ID,:END_ID,:TYPE
TmuZ2lADv28WDmgs3h2shg,5IFqqWJTaPNoY2ZgRlX73w,REVIEWS
_1DGOfbHmuPqX6DMJeXaAA,iJKOUYgigs4VYsWny6AtEA,REVIEWS
mUr9iZEt5s4yF5HLpszMbg,i2qrXvLkhyG4xyRI-ddcZA,REVIEWS
9cyiupak6pnk0iGEHQ7ptw,7Ld1DxAhSlGSateku0iqbg,REVIEWS
iE-8zmTmlhn8GYGx5LIQgA,5R6YO6K9PkthkTbXqV9slQ,REVIEWS
l44v2HCY5AKI99OGHV70cA,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
iI5klWpz7AiU23_-u8quYQ,W6S482dRQ_9nCcLjfv8VNg,REVIEWS
ehL339SGQuCWQ6XTS23org,MZW_eTFYFBvHYg5OFqDRCA,REVIEWS
7kvxG1fXSZMmuK4VCsA1Nw,19fHbf0qzihtEtXQZ2ntww,REVIEWS
A6tEKUwSbFqLgiJ__puueA,hFa7UxRZgJDQJ3UBhQsu9A,REVIEWS
mBHvJg2-j3hiI_OJYVaMXg,EROSyhoWNCUH53NrDrsHgQ,REVIEWS
NqRDu-6c76ekxbz1YMMyRw,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
BNR2JezNsEHZr8zsG-BycA,A_-Vv5oKZNqxsV69_7E2KQ,REVIEWS
2riICZzL5V1bXooyTIUcJQ,7Ld1DxAhSlGSateku0iqbg,REVIEWS
Ic1D-EvQ62WskHdQ_JGtcQ,5IFqqWJTaPNoY2ZgRlX73w,REVIEWS
g6hM9bGthfMw5hFA0OKwVQ,A_-Vv5oKZNqxsV69_7E2KQ,REVIEWS
SIOzEXbAWkAEksEvgZxtbA,ZB2T9dwB4vhHPsJC_4eOnw,REVIEWS
Edi8fRckkFTMJQMksOC9zg,f9iPWhAeA_IKCF-aPcud1A,REVIEWS
8j1-extTWu8eo3puOHKVaw,OlOVRlcEstxKK_6hMjy63A,REVIEWS
OjFw55RXSWEf28fEZif9BA,MZW_eTFYFBvHYg5OFqDRCA,REVIEWS
RKD_ON6_iTybbTScGMYwjA,hFa7UxRZgJDQJ3UBhQsu9A,REVIEWS
DvMtsr_xVxrh9TDNBHRyPQ,c4D851qxOujE5KTH8upXTA,REVIEWS
EzXWpnRhLlTYMxRMMHQlnw,EROSyhoWNCUH53NrDrsHgQ,REVIEWS
tyKkDltL73BPA3jsujfMVA,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
Z2lr9TNhOt1kw1Tbb8AJvg,19fHbf0qzihtEtXQZ2ntww,REVIEWS
Fd6uxAVSTtZaVSThwUdmcQ,c4D851qxOujE5KTH8upXTA,REVIEWS
CrIfYEB4TLcrffjny4V4iQ,jVJH1KfitQi87MYMh6vyMg,REVIEWS
TaI36Dww2QEiQgZY4yNx9w,MZW_eTFYFBvHYg5OFqDRCA,REVIEWS
X9WsL-_ytfIKL0pd6s4ypQ,OlOVRlcEstxKK_6hMjy63A,REVIEWS
kdHnQUORsLQnNf3eKOmy9Q,yDiWYpuzRxcTgSi_O4JZpQ,REVIEWS
KgO3OvIVkSSl5oxULhUyuQ,LSxmfbgcZLdQ5ai2vf2nmA,REVIEWS
9j3ys6rv_XMHEGQP2MmDBg,yDiWYpuzRxcTgSi_O4JZpQ,REVIEWS
l86ucMGny2ZDenXY-kfnuA,fLeD_h6uD4yEN2ciI08RiA,REVIEWS
tnHFLpktK_0zc8Yfx9uQ3Q,yDiWYpuzRxcTgSi_O4JZpQ,REVIEWS
IY2bhuvpd3AWuWHM-IjF2w,k9W1gDPg4TziOTqY_xjTyQ,REVIEWS
PlLCLJXStD8cok9qVriMEg,fLeD_h6uD4yEN2ciI08RiA,REVIEWS
08fJPn2PjtAhjoF4TBWMlg,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
rod_b6WiX6tD7jEHfUjJRg,5RtAJPXFLTzwALIe1mtNuA,REVIEWS
O1ir9ZS3eqEkiIp_DnFKkA,OlOVRlcEstxKK_6hMjy63A,REVIEWS
xoqFFT7JAIjuiF7LJAvamw,iXemjTj5TOByT1-cNTSaDw,REVIEWS
jcKqlrIdx0lFakIrVA2U6w,1Ye_elsSB-XjKgWAHDwPbw,REVIEWS
I8s4Kel5T95cdNO9Ku9S2A,LSxmfbgcZLdQ5ai2vf2nmA,REVIEWS
oSt7_HcMZQlq_X4M_1PqaA,_BqPnypB6wPZRPbEqtKy6A,REVIEWS
9QNC-FNmA__dnD4Dk6910Q,sKQ0KYon7eT6xEnCpb18aw,REVIEWS
MxRAHeIhkBn7Wlw6X4w5OQ,5RtAJPXFLTzwALIe1mtNuA,REVIEWS
g9T24ZZDHknQVS1uw9bVAA,hFa7UxRZgJDQJ3UBhQsu9A,REVIEWS
HO7Pse0LHR8xCy4teCKLmA,OlOVRlcEstxKK_6hMjy63A,REVIEWS
eOv7gBL_nMChz670n-YD8w,jVJH1KfitQi87MYMh6vyMg,REVIEWS
Z0nnHRW3DoLs_IVHA7M21A,OGbdvZAvSZ30l8sde9GSwQ,REVIEWS
zbJ5z-LgD8g0VMjEsosUfQ,yDiWYpuzRxcTgSi_O4JZpQ,REVIEWS
WJWrEJQu5pHMwm5Yt4Dupw,mtowE4p6gOgyGrHAsMz-rg,REVIEWS
W6l1m8H1f7iO1G8HdKUDOQ,iCfB58Cvb_rw_SDAgPXLfA,REVIEWS
aCVtkKHzVexxw7kLWu4WdQ,iXemjTj5TOByT1-cNTSaDw,REVIEWS
frCh-i2vI1rp7wN4u3KO_Q,MZW_eTFYFBvHYg5OFqDRCA,REVIEWS
j4q93mTokUZnmK-X7I9Afw,ThZyytdc_kj2uBYFiSao-A,REVIEWS
ZZKbwgk6nkxYXnx_3A7WYg,iCfB58Cvb_rw_SDAgPXLfA,REVIEWS
6pNwp6XFLp0alZotf6cGVw,c4D851qxOujE5KTH8upXTA,REVIEWS
2feAogtHwpqEckC9lAzVrw,k9W1gDPg4TziOTqY_xjTyQ,REVIEWS
X9YOqbZgghbYv9O9keYb8Q,SkWaAf50KiN2m0zXfnAuiA,REVIEWS
PySov5aFuYrznFpFuijOnA,19fHbf0qzihtEtXQZ2ntww,REVIEWS
ncxnwa48LaJqbM4nka7ygA,o8JeOB8HTa5HYHg6hfqTHw,REVIEWS
rObal2ELFeWkaziGv7ExYg,1Ye_elsSB-XjKgWAHDwPbw,REVIEWS
rRtQJHbhZ0PxP9aHajRsUw,ScXJHSCceQao6K87VK199Q,REVIEWS
zoquep2X5rMW8TiFK7gvcw,yDiWYpuzRxcTgSi_O4JZpQ,REVIEWS
xxWxz_BbVeoZ-52q4xpGhw,jVJH1KfitQi87MYMh6vyMg,REVIEWS
iBx3lVU5OTch1RKH4SyYuw,iCfB58Cvb_rw_SDAgPXLfA,REVIEWS
q1f2ntPyVu9SKsQ0GJusmw,LSxmfbgcZLdQ5ai2vf2nmA,REVIEWS
gFLCA0LSV7PezCDN2NOQcA,iJKOUYgigs4VYsWny6AtEA,REVIEWS
Qkf4sCaX5OcYdY2MqdH8cQ,W6S482dRQ_9nCcLjfv8VNg,REVIEWS
5ywSoyH2gR92jjFhrhyjTQ,5RtAJPXFLTzwALIe1mtNuA,REVIEWS
xpszhdhxLQMg7RpZODrG0w,mtowE4p6gOgyGrHAsMz-rg,REVIEWS
c-5kmvzT5e39FApkqVwuyg,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
OUlnmjYzLqQot7Pdaiiu2w,ThZyytdc_kj2uBYFiSao-A,REVIEWS
YIab55aRU2FyDEQyz8GtGw,1Ye_elsSB-XjKgWAHDwPbw,REVIEWS
KKXiRs0QLLtWJsnkaRhCBQ,A_-Vv5oKZNqxsV69_7E2KQ,REVIEWS
NH3XAmDnLOT_GPu520hZYA,B6zs6ywn7TfhOmmDtuWQkw,REVIEWS
MglB3T5a4m7OcHVxCyfwrQ,B6zs6ywn7TfhOmmDtuWQkw,REVIEWS
sSDOTcZzh3p4fZKtzAkUIA,OlOVRlcEstxKK_6hMjy63A,REVIEWS
AuE3L0May7cZ2USgBPh-Sg,xtbAqP_Ftb3kYJ53Hv6H5w,REVIEWS
HRRrGWRG5iMcxNhPhPElZg,A_-Vv5oKZNqxsV69_7E2KQ,REVIEWS
H702bwF8Bg4aI5IYE2aMKQ,Dy91wdWkwtI_qgjAIZ0Niw,REVIEWS
x5SRM16T4Bi7LdyQ24o8XQ,1Ye_elsSB-XjKgWAHDwPbw,REVIEWS
VZhXX-HgJaNij-8gurpXiQ,uoMWvXch6sWnI9FMsE_-Vg,REVIEWS
NV-_fgpCqJnIy8uUwmVy9A,MZW_eTFYFBvHYg5OFqDRCA,REVIEWS
ODOtyFwa_Omhk6SbW8giVA,jVJH1KfitQi87MYMh6vyMg,REVIEWS
lCVsCaxtTmDZIPIY9WwNrw,ZB2T9dwB4vhHPsJC_4eOnw,REVIEWS
mi1daRPavrnopmjYIC6yfA,5RtAJPXFLTzwALIe1mtNuA,REVIEWS
pBbTxYa9ssFSYaFjLGkHBA,ThZyytdc_kj2uBYFiSao-A,REVIEWS
DQyoqDO-3SmXKe1aeSf8uQ,OlOVRlcEstxKK_6hMjy63A,REVIEWS
9TY1dt74tlGDgC7PzSpdnA,ThZyytdc_kj2uBYFiSao-A,REVIEWS
p8Zq8u1HxroOPNnrCeRjUQ,ThZyytdc_kj2uBYFiSao-A,REVIEWS
UxDiGMQ-d5m7nx6888Daqg,CKKY7kxtznKVzm9FBzAL4w,REVIEWS
HSY_w9kd3q0el4LjcKX8Ag,ThZyytdc_kj2uBYFiSao-A,REVIEWS
evoqYxycIRxbiw7ghAqIrA,ixsljpxu56VCTtayIELqUg,REVIEWS
qP9BVSCYGjIFFKSOfHGSEA,W6S482dRQ_9nCcLjfv8VNg,REVIEWS
qZhV_g1S2qMFKgHCmE4pWQ,A_-Vv5oKZNqxsV69_7E2KQ,REVIEWS
1v8eBr9gLewGBvDGB2F0Tw,hFa7UxRZgJDQJ3UBhQsu9A,REVIEWS
Us7kvWp4F97WV4hxOtGR0w,5RtAJPXFLTzwALIe1mtNuA,REVIEWS
KmJWctQDYbZReuRjb-e_Cg,5IFqqWJTaPNoY2ZgRlX73w,REVIEWS
MqqHW0zBOEsQXl5s29EhWQ,o8JeOB8HTa5HYHg6hfqTHw,REVIEWS
XiK5kNXKaxFTqGQd0tQoew,OlOVRlcEstxKK_6hMjy63A,REVIEWS
4lG2u3eMcE8yQWeyH2gczw,o8JeOB8HTa5HYHg6hfqTHw,REVIEWS
