:ID(Business),:LABEL,name
g49GSuIxGFz0Kr9b9qXqJQ,Business,Sbarro
Tz36ybiNcF6X9wxEFZ4J4g,Business,Royal Farms
jVJdCT5lD-DT0LuH1OGVNA,Business,Ruby Tuesday
F0hePnZFn1Da5bQ-GO5tfA,Business,Omega Pizza
Ve1V5bBuUCz_aB0K5s0x_w,Business,Milano Pizzeria
Y4nL9U-1fJmGAs5iTlSIXg,Business,Sunna Juice Bar
r08CGs3hygzCtBcmZYpZsg,Business,Jae Seafood by Tommy
65024MqvGVwOvseDL8l_-w,Business,The Juice Joint
yK8LWJ4VRTYEoGxVYzcjQg,Business,Metro Diner
3dn-FdMoVBfqkH3SEgecxw,Business,Country Maid Stores
gtOVX8hGKKIryQs0lGPt3w,Business,Bawarchi Biryani Point
ACVar6kJC_P2aDHDBx6N_Q,Business,Pinji's Cafe
4EffIBpRHXJP0mNZeRAYvA,Business,Pinji's Cafe
hFMud7XDefdWM1d-p1B2dQ,Business,Bahama Breeze
2-yrFS9sCxyKPfr6CnHmTw,Business,Oscar's Famous Pizzeria
_wm4lnfN_vWSuXZH3gXq9Q,Business,A Pizza History
Wbq1ioousibK88FRw3PlDA,Business,Bain's Deli
qwoqt5912WOdHHOtoMUF1A,Business,Ny Gyro & Grill
0y5x2QxXdeHvs_m0hoO84Q,Business,Aureas Mexican Restaurant
gemfdRJabGzAqfD1oLLC_A,Business,Horace Shellhammer's
myAaXOSoxfaNnCPTcV4M8w,Business,Burger King
9i784uctK0-_omQcdCcgWA,Business,Barcelona Pizza Pike Creek
qeBhpLwPn8KZJoHPPSH-sg,Business,Nuyorican Pasteles
0HzjYHjeL5GvGHMj9XjO5A,Business,El Toro
jCyQknyt1mkMTBw60-ABUw,Business,McDonald's
_LoYXMFxkbmrpAP74d81Dw,Business,Tropical Smoothie Cafe
ylkgMTVWMvliW9x-XlbjvA,Business,Famous Dave's Bar-B-Que
kvb0a9FiFs9UXWxE6q-5DA,Business,Naaman's Pizzeria
Qp_6nULBg80xhx8ksMYAHQ,Business,Utage Japanese Restaurant
ajFL2FsdDZQwwpiOVeh1nQ,Business,Pomodoro Restaurant
-PTWFicakClBDK-zyQ5hjA,Business,First Watch
uPngSFlKQmQT3v8h8aTwmA,Business,Luigis Pizzeria
ERov0fZxnWhM-2GYFY2i9Q,Business,Unique Chinese
xHi_onbMgQqj86HFfDiqsw,Business,Royal Farms
I3yzZhtKfRMuUHWHDBqHGA,Business,Capriotti's Sandwich Shop
v1VKIvac73Fxt6BMiuKiTA,Business,Lawerence Pizza & Restaurant
HQdoy8OpEuGKM_Op-ovHFQ,Business,Skipjack Dining
alM80dgR9izB_svltTw1Nw,Business,Argilla Brewing
YkL_44nF4_jUDm3cyq5SJw,Business,China King
rl77SOSsmY-jklKpTm3jWw,Business,Public House Wilmington
NlkFNuYkreoPvrThNQEvbw,Business,Docklands Riverfront
EUTf-d0OVBMyPkg3lObG6w,Business,Famous Famiglia
X0lMkTXVs3PLcyKzQ6GTcw,Business,Maiale
JogSG9qSX7rRN1qioMhYeg,Business,The Ice Cream Shoppe
DXdqMi16GRc7oMUSFmjIfA,Business,Kidds Chicken And Waffles
IZgQel8rfyLY8r69GtnUQg,Business,Ike's Artisan Pizza
adVbOEChtDwsLF6k_Quczw,Business,Country Maid Deli-Jack's
-eKoPT80NewUNc2h-hevdA,Business,Harvest House
qCVbvgYjJkdsrSN71Ra0Ew,Business,The Crow Bar
hJ0QkeOdQ5y7MTmdR9NO1Q,Business,The Copper Dram
TU3rjb_t9OVLoxVJpwEhwA,Business,Sheraton Suites Wilmington Downtown
T3zMecCY619BrWOg-fi7lA,Business,Extreme Pizza - Wilmington
hN4B1kS8J5MQykKxrYXB_g,Business,Wheelys Cafe
aAPiZY_6_xb2qSMs0ABBpg,Business,Tasti Thai
2ZaldC7ird5-K9sSvK6tIw,Business,Chipotle Mexican Grill
aiJg1ucX4IoeWFwKTNZcsA,Business,Boston Market
yfKe5Ne8oo4jEBXiZvr__g,Business,Hak's Restaurant
rwPdi2Ept5LcVYIRUjj53Q,Business,Angel's Restaurant
BKVwN2btBPovpWis42Urlg,Business,Kozy Korner Restaurant
DZG3652AxmIUGmlF-hg3mw,Business,Bertucci's Italian Restaurant
pOQGEGN_UrH8rtKea0WKRA,Business,Tropical Smoothie Cafe
