User:ID(User),:LABEL,name,review_count,yelping_since,useful,fans,average_stars
NF3vF7IJ1g4r0V4vVf5O8Q,User,J,89,2008-09-03 05:34:25,99,8,3.24
CFyvX-AZh6cunAMu_zoF_w,User,Rosalie,173,2009-03-30 04:58:32,446,8,3.6
VG7dOVRGeaGvJ7HISpfE9A,User,Marisol,222,2011-03-22 02:29:57,619,22,3.87
7Swyec_XWQUSuPWDdfMiug,User,Brian,73,2008-12-31 16:42:13,188,8,3.91
3PB1TY8e8NnnHBHTb96p7Q,User,Casey,227,2010-09-08 18:12:09,292,17,3.87
r2xjNoW8T2d8eW08hsAIGw,User,Kristin,16,2010-07-03 18:11:48,14,0,3.88
74eE-jgCGO24YKIci38UcQ,User,david,650,2009-09-13 21:38:11,976,37,3.7
DSu2u70aNvFOZxEK1wMZ9A,User,Scott,123,2012-03-03 04:46:47,90,1,4.68
uCAtWdcGvNDkJUxqBk8OBA,User,Fay,189,2010-01-10 18:59:46,230,9,3.42
hJEsXEOTFIkhZOjpQsMEzQ,User,Nikia,25,2010-01-18 01:44:01,57,0,3.18
hlPOotTeYCyd5TQAKpv5LQ,User,Meghan,1133,2009-02-06 16:25:26,2250,97,3.46
Oi1qbcz2m2SnwUeztGYcnQ,User,Steven,1371,2010-03-19 16:40:37,29572,739,3.62
x1_sp_rHxZtI8VLX_IF5cw,User,Lulu,72,2010-08-25 03:02:32,237,62,3.42
bRzXn9p62VxUAMgU5dX8IQ,User,Brooke,544,2007-03-13 15:33:26,858,24,3.41
PTmxRprtkgMtDTuHqb-7-A,User,Susanne,723,2008-12-13 18:39:13,608,33,3.96
Sg5iPFH9AotTKRMVSaSaLQ,User,Ryan,29,2009-10-02 15:08:23,29,7,3.27
gVUtrEhYXrmnVWDyW2VBqg,User,William,489,2011-03-21 20:14:10,528,9,3.81
xoWBO-Q8eggololQumtC_Q,User,Anthony,172,2011-10-15 04:56:57,228,5,3.3
uZzs_KFzSDFjpyVLyl7Pqg,User,Tara,168,2010-02-08 06:44:25,352,13,3.65
EO1Cz15wYnHQ0aGc9T6tzw,User,Franco,2340,2007-05-10 14:52:11,10419,217,3.31
0eVKgGGxfLFTXYXDuJNa7A,User,Koko,133,2009-06-28 01:11:20,143,7,3.99
qIVLLE6twbV_33WpiGIzDw,User,Jeff,65,2012-01-06 21:26:01,161,3,3.76
GwlrUwkULm4ZLN-Kum5nag,User,Ian,4136,2007-02-20 01:24:12,16304,273,3.72
X-8WUdJ1hYidYXQygzTEBw,User,Meghan,533,2010-11-12 16:43:57,1239,33,3.67
eopmkPjbMQz9uh1hnZ8nhA,User,Ellie,176,2009-10-24 11:31:19,293,11,3.27
_vUC1P0GfLAD5UrMPAEwjA,User,Jen,386,2008-01-09 04:37:27,901,47,3.66
OTz5U2rzRfyaZhV_LwKzXg,User,Ken,150,2005-04-15 23:48:55,308,8,3.84
yA7KZuswD0f_udzYIO-GHQ,User,Herb,84,2007-07-21 02:32:16,132,7,3.83
neeKkwvkR0X4pB4z-eP-Lg,User,Stef,30,2007-04-24 01:25:11,96,2,3.97
pzV7A5XSTK6zSPAxeAmaLA,User,Leanne,414,2008-12-29 17:24:33,1936,47,3.75
5G2IF0VIN3Brl-m45QDXsA,User,Alie,327,2011-12-08 22:14:07,643,45,3.97
QAL5_dSr5Vi2nGBqqXIJqQ,User,Shashi,188,2007-08-01 17:36:18,417,45,3.99
WOjG-RzH5eLKLIVYCORsjA,User,Kelly,18,2007-07-18 18:58:43,44,1,3.56
xoo2FHfeyX49oD9NQc-FNw,User,Rebeka,7,2011-10-09 19:59:04,6,1,4.43
Lrk7Q6eJcu1nyDdW0SMiKw,User,Natalie,140,2011-07-17 15:02:44,469,12,4.23
gBpxjo01cpY_5stvzru46Q,User,Andrea,621,2009-03-07 20:57:38,1280,42,3.88
7W2C9UueAeb2xf25Qki-IQ,User,Austin,140,2011-03-18 21:40:42,367,16,3.98
PJpnusLj4Zp6LIv7rM4jBg,User,Helen,24,2010-06-14 00:50:06,32,1,3.28
MmqdWXP_vqlNnQSHRuyoYw,User,Wedge,25,2011-06-09 17:57:12,21,1,4.15
XX1zm34nF9OS70WGAC6pEQ,User,David,917,2007-06-15 18:05:17,1224,50,3.87
8Mf7EsRxi0pYqwrnhoLlFw,User,Nick,28,2010-06-21 20:05:32,51,0,4.04
pTvR_xN-sWY5-jakTKw1ag,User,Lisa,92,2009-09-10 18:03:03,879,28,4.24
XrPQT1C7rlJtLHZFLmhojg,User,Janice,62,2009-05-22 22:57:30,36,2,3.87
TR7ezcRznfr1Jif7euZZJg,User,Marlyn,794,2008-11-21 23:55:46,4216,185,3.87
fH9x1Krn_4TMftt6tXZNwA,User,Vivian,180,2007-05-18 18:56:52,352,12,3.32
FWRwckNSS9Uc4FLfpDPlMA,User,Hilary,362,2008-06-22 03:24:28,1057,39,3.86
TOj5yZZEwS3J3fLgo3V3yQ,User,Kelly,1117,2009-04-21 19:22:45,3397,133,3.68
I6YARR1VloAua-buFULo1Q,User,Tanya,963,2009-09-19 02:55:29,1305,62,3.48
SIZOfo7jTjCXnL8ZtpM2aw,User,Lucy,1571,2009-11-15 07:37:00,14166,310,4.34
uUrpYFU-D-U76NRv5aVDdw,User,Jules,72,2010-10-21 16:46:47,242,4,3.64
P-7VidyXqOGd6zBnT85pDA,User,Colin,497,2008-06-11 20:36:34,958,25,3.67
KeuhteHe76DxDlXnkWoDwA,User,Erin,555,2006-06-05 19:38:55,950,32,3.21
wzyGNvArcpUjZauRWFrKHA,User,Bill,2512,2011-05-15 22:26:08,12800,375,3.57
88Ij88GMC7tcIegOicRdYA,User,Rita,307,2010-05-14 16:18:56,548,10,3.46
3qRovLbdNAPbrRwL4I7MNA,User,Vince,679,2008-01-25 19:55:43,841,33,3.66
170h4iUYltfBW76EYoOjhA,User,Nate,68,2009-05-14 04:53:37,123,5,4.04
BEKqU7GJDpDH-2rayfqiaQ,User,Dave,23,2010-09-13 01:21:42,8,1,3.7
Uqv8B3vCJrT0_78HCCeokQ,User,Jared,351,2008-01-19 01:39:05,1015,55,3.77
RNzqCFcPkIXPf47jq_8s7g,User,Christine,168,2010-07-27 00:49:55,513,38,3.84
LnZUtFx6qTWs8NV6lAARxQ,User,Lisa,1028,2005-10-11 20:22:29,851,53,3.66
Slc16vviuuTWgZ9OsaJzKQ,User,Kamilah,213,2010-01-15 13:22:17,213,5,3.61
h2LtQ1s5X20d0yrdqUMJ0Q,User,Christopher,1728,2010-03-23 17:13:25,4449,165,3.36
wWa9X07Cq8EVaqJrA5QKyA,User,Kevin,605,2009-07-01 17:36:12,1418,31,3.45
ybIoXWnrkfC12PJKTs7pJA,User,Joanna,748,2008-04-15 17:42:04,1674,88,4.13
NNgQ8fV5ARQgHw-Ob7l50A,User,Brad,1114,2008-10-11 00:56:56,4093,158,4.04
5qVOffJG-lv1hWR-4YdjQw,User,kirsten,4,2011-01-14 21:05:16,2,0,2.8
lXcc2mdDhBRYW1UFwuF4Nw,User,Sandra,90,2011-04-30 17:29:27,59,3,3.95
uKqkquINCbM-j2ZgvAfYsA,User,Stanley,307,2010-09-18 00:12:25,777,16,3.79
eI8CvbpkkobsotX1jKnZ7w,User,Mela,451,2007-12-04 19:32:03,555,19,3.81
pWqyPgFJpbj4z8of9pfv_w,User,Lissa,154,2010-03-22 01:42:53,188,3,3.66
LrgYk-SWt9uAMobHKSuYwA,User,Jessica,101,2009-11-06 20:21:43,141,2,3.72
ApJ9YgYU-AhS4a-F5oTGHw,User,Nicole,526,2009-01-20 20:38:54,1471,42,3.1
GLa-9-IU5EuLt5W8VWQDAQ,User,Lauren,663,2010-05-07 21:31:43,1480,45,3.8
WlgB9SAzYAyHEAlawc27xg,User,Anjali,188,2008-04-14 21:29:01,649,30,3.67
8wQIoFapkegkC5fcVYg_Iw,User,Jamie,1148,2009-05-31 17:22:28,4395,104,3.68
2qW-VO3UxZSU6HSHQ7fh7Q,User,Devin,873,2010-06-07 09:40:20,1586,54,3.69
aJN3F3bS_ooe4rZx8rHmgA,User,Sid,512,2010-08-12 02:35:10,1222,37,3.85
plaAwbdAV_kua1K2ztZHVw,User,Lauren,111,2007-08-13 10:54:31,387,18,3.78
wo632pzj23-Di2RakSugjQ,User,Jeff,1507,2007-07-05 04:15:00,4816,224,4.16
_7VEyrZ5gERe8sRRhqWGpw,User,Sarah,267,2009-01-28 20:42:29,548,32,4.02
luoidj4uPysXg2rbQCEcjQ,User,Kelly,433,2010-05-31 02:18:39,569,20,4.03
XQk-XZKwNim2fsc8_LHksA,User,Blake,176,2009-02-15 23:22:31,1733,63,4.18
Sb4aEQHKeVLxHnQpKdETGw,User,Abelle,1117,2012-05-12 06:52:55,3145,206,2.93
AmW5t2LjZb2zKKdyztxeoQ,User,Veronica,441,2011-06-02 09:51:25,913,30,4.1
6KxHt1BnwkhMDGJZkEUW-Q,User,Jennifer,101,2008-08-04 16:58:35,256,6,3.05
exDOIbSQ2S5hSwewrs1MVw,User,Elizabeth,431,2009-07-16 18:34:16,512,28,3.96
hWDybu_KvYLSdEFzGrniTw,User,Bruce,16567,2009-03-08 21:47:44,173089,867,3.67
jZfIQN8ivTQFdzYRtMmChQ,User,Kim,114,2006-09-12 21:44:08,459,25,3.82
7WM2hBgF3jChBib7gTg-MA,User,Dhawal,13,2010-06-12 17:46:05,25,1,4.2
ZCVEZmTB_StK-UXA3WPVlQ,User,Zanna,523,2008-01-10 14:09:37,2241,73,3.56
UVg8BFOEEigQ-rfZk4urBQ,User,Paula,13,2011-08-02 23:08:30,6,0,4.31
lnERjRtMzDPRIUkaKJJACA,User,Matt,164,2007-07-11 21:43:20,279,4,3.46
Bq-BIdYrWloJXq6v6v_iiA,User,Alexa,279,2010-02-15 16:23:42,261,6,3.99
WQnfyig39Xg5ni98ci-VBw,User,Laura,597,2010-05-11 13:41:26,1262,60,4.06
u8EgqDkF24x26DCQA6KYQA,User,Terry,378,2008-07-15 19:25:40,938,21,4.18
b0zgSrXBDq8hsamvmjqEqA,User,George,728,2007-04-08 02:16:08,626,21,3.65
bLtvACFk7yj-8Uo1N0BI2w,User,K,125,2009-04-11 23:44:25,237,7,3.45
oVfnZ8K2HISGg40-CJ37GQ,User,Nina,990,2011-01-30 00:19:47,2377,131,3.89
-6-wZrgbre_dJj3wO3qtfQ,User,Sabrina,124,2011-01-05 17:11:23,406,10,3.86
wnrHhjDpQk5uLUK7Iku75A,User,Lauren,321,2009-10-29 05:07:04,1022,38,3.98
CEZMiWrgtF67m0GUm19ZJA,User,Tiffany,33,2011-01-25 02:33:24,68,3,3.82
Oq1_D-SsKD-g1BaKvOOO0Q,User,Inga,197,2011-03-02 05:01:48,819,33,3.57
XYSDrIef7g4Gmp3lNFVO6A,User,Neal,4967,2007-07-19 00:22:51,15821,442,3.97
2OjNNLpCCGrtfQtpcbhlkg,User,Dee,1114,2010-03-07 15:18:31,3936,91,3.71
mqhQc_J2AAH9y_O7Pd-8ig,User,Anthony,8,2010-11-23 21:22:23,10,0,4.2
AYRM33lQayNtA6JreR_9Gw,User,Joe,596,2010-09-13 03:44:27,845,43,3.52
ZXCGLSEIJfV_g_MbDs4CYQ,User,Theresa,166,2011-06-07 14:03:41,105,13,3.59
NqBYt9pw7kNoytFQ9ATS-w,User,Jessie,1160,2012-02-13 17:58:30,2127,128,4.08
LD8YShoQOdCc8MwlwbLcgg,User,Heidi,304,2009-05-24 18:40:13,438,10,4.13
wAQ25wMBKxtRmBaFBRq5wQ,User,Cherry,196,2009-07-08 14:47:20,353,20,3.91
FXH0V3aHyy1-EIzycMHqDg,User,Scott,253,2010-02-05 00:50:10,354,10,4.06
T3ADVg5Mmy7rTQcUUDcZ0w,User,Patrice,25,2010-10-04 15:44:54,38,2,3.52
btUugfufQAe-QD6gC_Ckmw,User,Gianna,372,2006-11-22 20:13:04,355,27,3.9
0oWnBfUjAv7ZmTWaW8Ufdg,User,Deann,182,2008-10-01 21:03:43,242,8,4.12
R3mPbNP_Ph7Fj7t4pbOwDg,User,Todd,22,2009-04-03 18:54:56,33,4,3.23
ImE1XskvKq0nKJw3zKl5cA,User,Jess,269,2011-01-11 23:22:46,405,20,3.67
FGojSnou5Nt75Inhg1og5w,User,Kiran,165,2008-11-13 16:51:24,138,3,3.68
1ih5oVcSPxjy5_b1STBgyg,User,Mike,3,2010-12-01 21:43:25,1,0,3.33
B-s-8VUnuBjGTP3d01jsyw,User,Allie,2505,2008-02-20 23:52:48,7487,154,3.74
WTNE5YK9RTgP5jzStlbWjQ,User,Sammy,64,2008-07-27 12:08:59,173,7,4.18
Fbx7V6PkIuZW8VQsZIdAGg,User,SuperK,311,2008-10-21 18:41:53,441,35,3.86
S1bcv4QpwW7Ysy0T9edlOQ,User,Kaitlin,267,2010-01-15 20:44:09,1207,23,3.78
oEgC54C4-OOlByKNs6znNg,User,Caroline,70,2012-05-21 18:03:45,117,2,3.85
cP86_UM0ZL3s5yTmC0R0zQ,User,James,121,2008-01-22 16:48:15,463,6,3.65
M1a8S0nQz2zaO9qBOXGCRA,User,Laura-Ann,20,2012-05-21 22:00:48,28,3,4.71
MbC0xPzIdGkFMCpPb8yWDA,User,Hideki,1080,2007-11-30 07:50:37,2015,122,3.7
AJONmAD8t-n1sBoEhxtcGQ,User,Katherine,222,2008-01-09 21:33:12,426,17,3.97
BwC6JnnmWP50MS6UubOv6Q,User,L,541,2008-08-18 23:01:28,1693,48,3.31
N9tgUEYnMvdZSDDAZ46sJg,User,Deborah,796,2010-01-31 16:59:21,720,36,3.45
vbEf26yXYP0WBsveEXWIlw,User,Matt,490,2010-08-27 14:01:55,1043,28,3.71
8VPCVY70TcE353gRruotWQ,User,Will,729,2009-08-02 20:08:27,674,31,4.24
ltkDTcWk48p5m3TfmzPEuQ,User,Brian,45,2008-08-23 06:34:38,57,1,4.18
B3wkelZcsk_QmIg17QSKMQ,User,ben,360,2010-04-19 13:08:26,509,17,3.5
RB1eNPEDYtrH_azM46IgUA,User,Caroline,173,2008-03-25 13:15:06,531,19,3.73
p7OZx3RIeJPxSM4hP6wqEA,User,Tyler,773,2011-01-20 19:13:07,5018,153,3.84
w_Qf4Wz0JykrYJx5mHWBag,User,Drew,429,2010-03-15 20:22:02,708,11,3.45
ps00_kAh92IMjXqTzxuHrw,User,Jeff,425,2008-05-07 22:08:42,1678,33,3.46
8sYxA4uN7ICAnpEPmWv0NQ,User,Larry,98,2010-11-01 01:16:08,67,0,3.69
QQtoHnP0cP7nzNnUob_1CQ,User,Doug,753,2009-11-16 14:01:45,2670,60,3.31
hVPyu7QWaSQgOlz0rppmkg,User,Matthew,542,2007-10-09 01:16:28,999,27,3.76
vutxpF8i9cRJHc6ahOdJ5g,User,John,284,2011-01-22 16:06:49,297,13,3.99
15Rp70KGPlznq6o7120UYQ,User,Latoya,492,2010-02-08 17:16:12,2552,66,3.95
jpjbWxj0rR1PkIymM5FNGQ,User,Ted,55,2009-08-28 13:54:21,55,2,3.55
P-u44KFPjtKEUzXqLkeWOQ,User,Matt,293,2009-07-02 18:33:16,359,9,3.17
glSPs1VycDYLo5DbC5rGrQ,User,Sunny,189,2009-04-26 03:26:29,141,2,3.52
XnbGrJNw0wglmqXekW138Q,User,Carolyn,451,2006-04-09 21:33:33,420,25,3.93
z02XKjGqJMONH59_lUHlTQ,User,Reem,393,2010-08-31 16:18:16,1490,26,3.61
Wshkpj8aHWuzIeca1QxWTA,User,Alexandra,175,2009-07-27 23:16:42,1012,28,3.66
tx7RTGrlLKBG9c93lnio5Q,User,Alex,629,2007-05-03 21:52:54,2060,34,3.88
ie9VaHvAaQgjMJP3Gn-AQQ,User,John,188,2011-01-13 01:44:46,523,15,4.0
s8CI5iAMRD6b5yLn0EG2Tw,User,Stephanie,20,2010-01-25 03:20:09,31,4,3.05
10SurEhzVbX2hM8S3aeQxg,User,Brian,16,2010-11-27 18:03:34,20,0,3.95
g1v5GOPDCX2nwnrAGroCiw,User,Michael,106,2009-03-20 20:15:32,173,3,4.4
46Wi08T5D3phf3SMgi7U3w,User,Jeff,838,2011-05-14 00:25:18,3763,105,4.12
mzL0zHFGyd9866OUljq49g,User,Vinny,802,2009-09-03 14:28:54,3085,96,4.06
0CL7ncIULe96NbkFCMi6cQ,User,Carolyn,67,2008-12-17 00:58:57,193,9,4.38
AvGJVv7Z3a0q1MJT1Ykd0w,User,Jim,388,2008-06-19 03:59:18,3483,85,4.26
D6StlpjEa9ETR_mvaBgdHQ,User,Dan,171,2010-08-05 03:59:53,142,6,3.15
EPeC4E1gzCS3kFlxdMr0fQ,User,Deborah,273,2008-01-17 21:46:43,1008,21,4.2
GystmfN65JtL_jVMGxawhg,User,Shawn,35,2008-03-29 17:52:33,17,2,4.4
EdHLoZf007yayX0FKqtA3w,User,Chris,38,2010-02-26 21:23:17,71,2,3.5
oKNSXiAy4_rOaxNejTVF7w,User,Eugene,387,2009-02-27 16:17:51,261,15,3.4
MfAo-QPgFrcziuygx27K5w,User,Carissa,375,2010-06-16 20:43:11,512,17,3.56
qbFaJSmfXjxJKUF_k8HaIg,User,Steph,122,2008-06-03 14:55:51,459,15,3.74
DDJliZbj8VYfwikMQWbrBA,User,Lydia,141,2009-05-04 20:57:43,492,11,3.72
xeThd0Q4EV4mUd9YCc2Ssw,User,Grace,55,2008-07-30 20:24:54,75,0,4.07
B4cnr5d2S_7McR3XBfrscA,User,Heather,225,2009-08-24 00:01:23,444,15,3.95
1wE7oHKgNOLPM0QWS3jm9w,User,Ed,2288,2010-04-25 01:41:17,9830,143,3.97
k4hic5RABnLdD-Pwq2Cpng,User,Jerry,129,2008-12-07 14:52:51,297,4,3.66
cKWiQM9AUkV__WSCOvTl5g,User,Bill,117,2009-04-11 16:56:43,173,6,3.89
jAiGoRmj3eAkeH_3KfudXg,User,Mary,1320,2008-05-08 00:41:33,6209,104,3.84
SoW_wiVR03AzjhjOyXT-ew,User,Ryan,62,2009-09-10 00:37:28,60,3,4.3
zUKeZNu4tCG56xjwWH54Vw,User,Bill,2877,2008-12-05 15:54:54,31701,681,4.13
HDHA_fJ0p60lHqVl3-vkug,User,Brooke,134,2008-04-30 07:16:38,138,8,3.93
MdUimpfJQHijcy1DZu-r4A,User,Alex,361,2009-05-21 17:50:03,629,14,3.67
85hUvyTE0UA7eDMI18OMOQ,User,Doreen,678,2007-11-12 22:48:24,1362,43,3.25
HW-QgyCq4DzUQCFRaYn6Fg,User,Walter,588,2009-03-05 16:03:31,1245,38,3.6
cVI1vPJM2iNbJbrCU4B9XA,User,Jennifer,254,2009-01-18 02:03:37,356,14,3.87
m6rMc7KfYuaHjcqfnTDSaQ,User,Alex,36,2011-07-26 15:30:48,74,14,3.65
th_t7aq87x6UxjEQLbXeOQ,User,Chris,61,2010-04-05 22:36:04,58,0,3.62
oXLz0_Cx2735wXgEgHr6Yg,User,David,574,2007-09-06 00:03:42,865,23,3.55
24n-CeWJiJMTV1cYvNmezQ,User,Jon,188,2009-05-08 03:37:49,537,18,3.58
067bJ1tiifXyK1pneVQIvg,User,Andrew,28,2010-08-22 02:14:42,34,0,3.66
JIiO4JJqNK1cZTG2IsxX9A,User,Matthew,141,2010-02-22 05:38:06,371,15,3.21
hMBSIj2b9O0cGpaKH6iQJQ,User,Jon,17,2010-06-25 19:28:49,30,1,3.78
df3kNNGt5nykGt4Q6MH1ew,User,Ruben,532,2008-03-24 20:02:20,1451,36,3.12
310zgwPQRoe63E1pzzMVPA,User,Steve,1398,2012-09-07 01:57:07,5146,73,3.87
_fve2DDscsVRkkJ0wb4BiA,User,Amy,154,2007-10-12 17:55:46,204,5,3.78
iliPyjM1n5TMV6QaCfCNIQ,User,Harriet,33,2008-09-12 09:50:07,81,7,3.11
T9aisv9FFuEbO9hSgi-efw,User,Michael,153,2011-10-06 14:01:46,98,8,3.95
NdSNQXoxiFeNZQ1M6uB9fA,User,Lisa,687,2010-04-28 18:46:18,1579,35,3.85
L0yksjKsJrvY6CBGGuX70Q,User,Mike,80,2011-06-17 01:22:16,187,5,3.15
I0Bk9OlkCHbnsZ89HJP0Xw,User,Dong,148,2008-06-28 21:53:37,234,6,3.25
