:START_ID(user),:END_ID(user)
3FRaPL0Do-KaAJLp5NT-aA,hFa7UxRZgJDQJ3UBhQsu9A
vVrgfNnozyz02xWeD8RC6Q,uoMWvXch6sWnI9FMsE_-Vg
EZ1aOiQeVeYZnVLYxOjpow,ThZyytdc_kj2uBYFiSao-A
HNSqS2SnnRmIQ7cWWCSS_w,_BqPnypB6wPZRPbEqtKy6A
Gz0Q7noWblTHPGgmh5H9dg,uoMWvXch6sWnI9FMsE_-Vg
c0at8AocKK_mp-8PIkht8Q,xtbAqP_Ftb3kYJ53Hv6H5w
EDTxNgMlqi3lV63wcMqWUQ,19fHbf0qzihtEtXQZ2ntww
qCOOMNNluFGbAH0ZSzXieg,xtbAqP_Ftb3kYJ53Hv6H5w
ETCZ61rx1DvKOWcDCp5YEw,hFa7UxRZgJDQJ3UBhQsu9A
KEtuoynDXNWWVUCjFefg4A,s-7Q1GAQmB-Qsm_UwviHVA
430uBHvWMzZlaRcOdZ78Eg,iJKOUYgigs4VYsWny6AtEA
Lf48-ymEO4itMIwKaeXJbw,5R6YO6K9PkthkTbXqV9slQ
tRT3B_85fdkADaDLlhfCeA,7O7YHTUB3uqXHsQSLKR0SA
0cTY-97LAPbXbAHZYgFTtw,ulwns2OavT81v6zG-Sk6ng
zRhMhAMXqUq3Iai90ONB_w,A_-Vv5oKZNqxsV69_7E2KQ
xTWaBLIPRZAgDNh0bU2_-A,i2qrXvLkhyG4xyRI-ddcZA
wIGSWCcby87vDblM5ubTFg,A_-Vv5oKZNqxsV69_7E2KQ
qksrHSAVMq8jArTqIIDL5Q,k9W1gDPg4TziOTqY_xjTyQ
Bo3i1F_M3dyZzvkterQyZQ,ThZyytdc_kj2uBYFiSao-A
F49Tjz8F_IsoC75j65wm7A,OlOVRlcEstxKK_6hMjy63A
0F9opPQYXLlN0GE_whWVIQ,OlOVRlcEstxKK_6hMjy63A
25UghdGOaXUWeS0B6WNAZw,1Ye_elsSB-XjKgWAHDwPbw
jnVgf1c9_2fzBj8iaZ0M_Q,7O7YHTUB3uqXHsQSLKR0SA
YSsVyv8kTPDo378seKedHA,A_-Vv5oKZNqxsV69_7E2KQ
LhK_BXNipLdD7QIGS3ycJw,UZkuF34Plfao49I9dylzXg
K_nm_-d2IsKHJbudJRIkLA,jVJH1KfitQi87MYMh6vyMg
sdafClToP0erkjLnX1MfRw,fLeD_h6uD4yEN2ciI08RiA
UxGBK3Ugcs9x5HJONRgKPQ,o8JeOB8HTa5HYHg6hfqTHw
t3961-lcaVdEbigkHar3oQ,psD0qpCK-iENFO9c8hmnkw
s5tArudxKoAaGrpgxMuQlw,_BqPnypB6wPZRPbEqtKy6A
URc0FPp51Crml1ISkh72Wg,CKKY7kxtznKVzm9FBzAL4w
LOG4Mg_7is41HumUO9ZGZg,iXemjTj5TOByT1-cNTSaDw
NBPDRUNwwHgwyrOVu0-FRg,OlOVRlcEstxKK_6hMjy63A
VwTFaJ5puGaoDQj0fJCzMg,_BqPnypB6wPZRPbEqtKy6A
11eoWaPwQh-EFjDZpjKNUA,psD0qpCK-iENFO9c8hmnkw
iUaqiRJXl95CXMpIJRwRuw,7O7YHTUB3uqXHsQSLKR0SA
eVgOdgx7zQMMgTIPFzfS5A,mtowE4p6gOgyGrHAsMz-rg
WhSFtB2FM39kAlriiYKqqA,ZB2T9dwB4vhHPsJC_4eOnw
LvqZRJyDld-8C0-fkcM5Fg,iCfB58Cvb_rw_SDAgPXLfA
veMhANq3SfleUS9Px3DZWg,qmDm7guS7TAZTSDFYY2bug
fcrrl8Y_GY9aC_4oDjqAyw,ThZyytdc_kj2uBYFiSao-A
FlFia7rlslms0dBS8-x4aw,jVJH1KfitQi87MYMh6vyMg
y5U-F9BSBi50pqgfz27Seg,MTjS4g__WMgA-PPMjCL4fQ
cO6oOB_4wLIcL7rEG1fnag,LSxmfbgcZLdQ5ai2vf2nmA
XaWRDczGm8iBI446e2drQQ,MZW_eTFYFBvHYg5OFqDRCA
TmuZ2lADv28WDmgs3h2shg,5IFqqWJTaPNoY2ZgRlX73w
_1DGOfbHmuPqX6DMJeXaAA,iJKOUYgigs4VYsWny6AtEA
mUr9iZEt5s4yF5HLpszMbg,i2qrXvLkhyG4xyRI-ddcZA
9cyiupak6pnk0iGEHQ7ptw,7Ld1DxAhSlGSateku0iqbg
iE-8zmTmlhn8GYGx5LIQgA,5R6YO6K9PkthkTbXqV9slQ
l44v2HCY5AKI99OGHV70cA,uoMWvXch6sWnI9FMsE_-Vg
iI5klWpz7AiU23_-u8quYQ,W6S482dRQ_9nCcLjfv8VNg
ehL339SGQuCWQ6XTS23org,MZW_eTFYFBvHYg5OFqDRCA
7kvxG1fXSZMmuK4VCsA1Nw,19fHbf0qzihtEtXQZ2ntww
A6tEKUwSbFqLgiJ__puueA,hFa7UxRZgJDQJ3UBhQsu9A
mBHvJg2-j3hiI_OJYVaMXg,EROSyhoWNCUH53NrDrsHgQ
NqRDu-6c76ekxbz1YMMyRw,uoMWvXch6sWnI9FMsE_-Vg
BNR2JezNsEHZr8zsG-BycA,A_-Vv5oKZNqxsV69_7E2KQ
2riICZzL5V1bXooyTIUcJQ,7Ld1DxAhSlGSateku0iqbg
Ic1D-EvQ62WskHdQ_JGtcQ,5IFqqWJTaPNoY2ZgRlX73w
g6hM9bGthfMw5hFA0OKwVQ,A_-Vv5oKZNqxsV69_7E2KQ
SIOzEXbAWkAEksEvgZxtbA,ZB2T9dwB4vhHPsJC_4eOnw
Edi8fRckkFTMJQMksOC9zg,f9iPWhAeA_IKCF-aPcud1A
8j1-extTWu8eo3puOHKVaw,OlOVRlcEstxKK_6hMjy63A
OjFw55RXSWEf28fEZif9BA,MZW_eTFYFBvHYg5OFqDRCA
RKD_ON6_iTybbTScGMYwjA,hFa7UxRZgJDQJ3UBhQsu9A
DvMtsr_xVxrh9TDNBHRyPQ,c4D851qxOujE5KTH8upXTA
EzXWpnRhLlTYMxRMMHQlnw,EROSyhoWNCUH53NrDrsHgQ
tyKkDltL73BPA3jsujfMVA,uoMWvXch6sWnI9FMsE_-Vg
Z2lr9TNhOt1kw1Tbb8AJvg,19fHbf0qzihtEtXQZ2ntww
Fd6uxAVSTtZaVSThwUdmcQ,c4D851qxOujE5KTH8upXTA
CrIfYEB4TLcrffjny4V4iQ,jVJH1KfitQi87MYMh6vyMg
TaI36Dww2QEiQgZY4yNx9w,MZW_eTFYFBvHYg5OFqDRCA
X9WsL-_ytfIKL0pd6s4ypQ,OlOVRlcEstxKK_6hMjy63A
kdHnQUORsLQnNf3eKOmy9Q,yDiWYpuzRxcTgSi_O4JZpQ
KgO3OvIVkSSl5oxULhUyuQ,LSxmfbgcZLdQ5ai2vf2nmA
9j3ys6rv_XMHEGQP2MmDBg,yDiWYpuzRxcTgSi_O4JZpQ
l86ucMGny2ZDenXY-kfnuA,fLeD_h6uD4yEN2ciI08RiA
tnHFLpktK_0zc8Yfx9uQ3Q,yDiWYpuzRxcTgSi_O4JZpQ
IY2bhuvpd3AWuWHM-IjF2w,k9W1gDPg4TziOTqY_xjTyQ
PlLCLJXStD8cok9qVriMEg,fLeD_h6uD4yEN2ciI08RiA
08fJPn2PjtAhjoF4TBWMlg,uoMWvXch6sWnI9FMsE_-Vg
rod_b6WiX6tD7jEHfUjJRg,5RtAJPXFLTzwALIe1mtNuA
O1ir9ZS3eqEkiIp_DnFKkA,OlOVRlcEstxKK_6hMjy63A
xoqFFT7JAIjuiF7LJAvamw,iXemjTj5TOByT1-cNTSaDw
jcKqlrIdx0lFakIrVA2U6w,1Ye_elsSB-XjKgWAHDwPbw
I8s4Kel5T95cdNO9Ku9S2A,LSxmfbgcZLdQ5ai2vf2nmA
oSt7_HcMZQlq_X4M_1PqaA,_BqPnypB6wPZRPbEqtKy6A
9QNC-FNmA__dnD4Dk6910Q,sKQ0KYon7eT6xEnCpb18aw
MxRAHeIhkBn7Wlw6X4w5OQ,5RtAJPXFLTzwALIe1mtNuA
g9T24ZZDHknQVS1uw9bVAA,hFa7UxRZgJDQJ3UBhQsu9A
HO7Pse0LHR8xCy4teCKLmA,OlOVRlcEstxKK_6hMjy63A
eOv7gBL_nMChz670n-YD8w,jVJH1KfitQi87MYMh6vyMg
Z0nnHRW3DoLs_IVHA7M21A,OGbdvZAvSZ30l8sde9GSwQ
zbJ5z-LgD8g0VMjEsosUfQ,yDiWYpuzRxcTgSi_O4JZpQ
WJWrEJQu5pHMwm5Yt4Dupw,mtowE4p6gOgyGrHAsMz-rg
W6l1m8H1f7iO1G8HdKUDOQ,iCfB58Cvb_rw_SDAgPXLfA
aCVtkKHzVexxw7kLWu4WdQ,iXemjTj5TOByT1-cNTSaDw
frCh-i2vI1rp7wN4u3KO_Q,MZW_eTFYFBvHYg5OFqDRCA
j4q93mTokUZnmK-X7I9Afw,ThZyytdc_kj2uBYFiSao-A
ZZKbwgk6nkxYXnx_3A7WYg,iCfB58Cvb_rw_SDAgPXLfA
6pNwp6XFLp0alZotf6cGVw,c4D851qxOujE5KTH8upXTA
2feAogtHwpqEckC9lAzVrw,k9W1gDPg4TziOTqY_xjTyQ
X9YOqbZgghbYv9O9keYb8Q,SkWaAf50KiN2m0zXfnAuiA
PySov5aFuYrznFpFuijOnA,19fHbf0qzihtEtXQZ2ntww
ncxnwa48LaJqbM4nka7ygA,o8JeOB8HTa5HYHg6hfqTHw
rObal2ELFeWkaziGv7ExYg,1Ye_elsSB-XjKgWAHDwPbw
rRtQJHbhZ0PxP9aHajRsUw,ScXJHSCceQao6K87VK199Q
zoquep2X5rMW8TiFK7gvcw,yDiWYpuzRxcTgSi_O4JZpQ
xxWxz_BbVeoZ-52q4xpGhw,jVJH1KfitQi87MYMh6vyMg
iBx3lVU5OTch1RKH4SyYuw,iCfB58Cvb_rw_SDAgPXLfA
q1f2ntPyVu9SKsQ0GJusmw,LSxmfbgcZLdQ5ai2vf2nmA
gFLCA0LSV7PezCDN2NOQcA,iJKOUYgigs4VYsWny6AtEA
Qkf4sCaX5OcYdY2MqdH8cQ,W6S482dRQ_9nCcLjfv8VNg
5ywSoyH2gR92jjFhrhyjTQ,5RtAJPXFLTzwALIe1mtNuA
xpszhdhxLQMg7RpZODrG0w,mtowE4p6gOgyGrHAsMz-rg
c-5kmvzT5e39FApkqVwuyg,uoMWvXch6sWnI9FMsE_-Vg
OUlnmjYzLqQot7Pdaiiu2w,ThZyytdc_kj2uBYFiSao-A
YIab55aRU2FyDEQyz8GtGw,1Ye_elsSB-XjKgWAHDwPbw
KKXiRs0QLLtWJsnkaRhCBQ,A_-Vv5oKZNqxsV69_7E2KQ
NH3XAmDnLOT_GPu520hZYA,B6zs6ywn7TfhOmmDtuWQkw
MglB3T5a4m7OcHVxCyfwrQ,B6zs6ywn7TfhOmmDtuWQkw
sSDOTcZzh3p4fZKtzAkUIA,OlOVRlcEstxKK_6hMjy63A
AuE3L0May7cZ2USgBPh-Sg,xtbAqP_Ftb3kYJ53Hv6H5w
HRRrGWRG5iMcxNhPhPElZg,A_-Vv5oKZNqxsV69_7E2KQ
H702bwF8Bg4aI5IYE2aMKQ,Dy91wdWkwtI_qgjAIZ0Niw
x5SRM16T4Bi7LdyQ24o8XQ,1Ye_elsSB-XjKgWAHDwPbw
VZhXX-HgJaNij-8gurpXiQ,uoMWvXch6sWnI9FMsE_-Vg
NV-_fgpCqJnIy8uUwmVy9A,MZW_eTFYFBvHYg5OFqDRCA
ODOtyFwa_Omhk6SbW8giVA,jVJH1KfitQi87MYMh6vyMg
lCVsCaxtTmDZIPIY9WwNrw,ZB2T9dwB4vhHPsJC_4eOnw
mi1daRPavrnopmjYIC6yfA,5RtAJPXFLTzwALIe1mtNuA
pBbTxYa9ssFSYaFjLGkHBA,ThZyytdc_kj2uBYFiSao-A
DQyoqDO-3SmXKe1aeSf8uQ,OlOVRlcEstxKK_6hMjy63A
9TY1dt74tlGDgC7PzSpdnA,ThZyytdc_kj2uBYFiSao-A
p8Zq8u1HxroOPNnrCeRjUQ,ThZyytdc_kj2uBYFiSao-A
UxDiGMQ-d5m7nx6888Daqg,CKKY7kxtznKVzm9FBzAL4w
HSY_w9kd3q0el4LjcKX8Ag,ThZyytdc_kj2uBYFiSao-A
evoqYxycIRxbiw7ghAqIrA,ixsljpxu56VCTtayIELqUg
qP9BVSCYGjIFFKSOfHGSEA,W6S482dRQ_9nCcLjfv8VNg
qZhV_g1S2qMFKgHCmE4pWQ,A_-Vv5oKZNqxsV69_7E2KQ
1v8eBr9gLewGBvDGB2F0Tw,hFa7UxRZgJDQJ3UBhQsu9A
Us7kvWp4F97WV4hxOtGR0w,5RtAJPXFLTzwALIe1mtNuA
KmJWctQDYbZReuRjb-e_Cg,5IFqqWJTaPNoY2ZgRlX73w
MqqHW0zBOEsQXl5s29EhWQ,o8JeOB8HTa5HYHg6hfqTHw
XiK5kNXKaxFTqGQd0tQoew,OlOVRlcEstxKK_6hMjy63A
4lG2u3eMcE8yQWeyH2gczw,o8JeOB8HTa5HYHg6hfqTHw
nd-Lp7zKlsu-xFoe1oLbBg,7O7YHTUB3uqXHsQSLKR0SA
XiQmR3Nc-IB-vqCnZfzesw,uoMWvXch6sWnI9FMsE_-Vg
QA3YT-t3d5Ddkj4sqKTNiQ,EROSyhoWNCUH53NrDrsHgQ
Jt3ufXuXtx2EmafvkxcANA,OlOVRlcEstxKK_6hMjy63A
Egq0B3jnpeXJZ47USQTUGw,Dy91wdWkwtI_qgjAIZ0Niw
T0rRfqkTVDECzlzbDyoX7g,CKKY7kxtznKVzm9FBzAL4w
NsfcipXAR0etuuza2sYVxg,qmDm7guS7TAZTSDFYY2bug
uNF9IZD2YnADYksMbmymdg,Dy91wdWkwtI_qgjAIZ0Niw
sZ0FRZKNOTILEp4WaYsBVg,hFa7UxRZgJDQJ3UBhQsu9A
0csx6oqWeMPKczNgbSAriA,OlOVRlcEstxKK_6hMjy63A
yPSuZcoeD68uGnA4Y33InA,mtowE4p6gOgyGrHAsMz-rg
rawlDQ_RkA7YOuZijZ3N7g,7O7YHTUB3uqXHsQSLKR0SA
HZXjyV8DGoth3sxto2Kr2Q,MZW_eTFYFBvHYg5OFqDRCA
U8vTazPzK4deqtg1IVhxXQ,LSxmfbgcZLdQ5ai2vf2nmA
T5RPp2QioX2gD629gZi_1g,hFa7UxRZgJDQJ3UBhQsu9A
8sow5ZrKyE2DyNjw2vYHrw,uoMWvXch6sWnI9FMsE_-Vg
lddqlrR_V9MDZlZDM41d6A,LSxmfbgcZLdQ5ai2vf2nmA
fuaWXm4tsWFOQBLCKk4Ebw,5ODCsQbRdsFIWlypGF3iUw
DBKFWfilsjU-k1cR1pnHpg,ulwns2OavT81v6zG-Sk6ng
lkcwx87jkhLQxJ6w092fJQ,uoMWvXch6sWnI9FMsE_-Vg
TUTz6IngSrSY_2uX7RhB9Q,ThZyytdc_kj2uBYFiSao-A
HoGa4YFZU6WW5GQfdNmsKQ,ThZyytdc_kj2uBYFiSao-A
uCsWwWnciC0BkuX0Fv1UWw,fLeD_h6uD4yEN2ciI08RiA
mjk2OW1JxkJNAbojC-egZQ,MZW_eTFYFBvHYg5OFqDRCA
2gAnP_bCNscRLRpRORj9BQ,o8JeOB8HTa5HYHg6hfqTHw
VmoXE7C-Tk2I14by5oTQ1w,hFa7UxRZgJDQJ3UBhQsu9A
NjpyaAbWl1zAqxvV15W2RQ,yDiWYpuzRxcTgSi_O4JZpQ
bdR4R67D2oGrfgMeSZrwjQ,3zWNxtRhyR4rLPfXyQgSyw
j_i-KAoHoGNwE44-Qm6Tjw,A_-Vv5oKZNqxsV69_7E2KQ
uJZtPgTeVllLnZOLC56e3A,OlOVRlcEstxKK_6hMjy63A
BmPQAATsTAfOzDS9WlzGtQ,iXemjTj5TOByT1-cNTSaDw
nxwgRdmTtOCc8KV1HzAuAg,mtowE4p6gOgyGrHAsMz-rg
Z6-pGNuuE1aL3OB7b3-7Xw,jVJH1KfitQi87MYMh6vyMg
Mfe3CIgXPbe6JSTA29Vg5g,uoMWvXch6sWnI9FMsE_-Vg
1bxeAjmH1g8LsnGSJSsrnQ,iJKOUYgigs4VYsWny6AtEA
Til6ksJJj2QJkzd9QB3bpQ,LSxmfbgcZLdQ5ai2vf2nmA
NW2XzKT_mSQogl_BkNQV9w,A_-Vv5oKZNqxsV69_7E2KQ
nEipicVTaFgSIT5Q6YTTtg,iXemjTj5TOByT1-cNTSaDw
kNx_qz8-F_a-d6OAwDaYNA,A_-Vv5oKZNqxsV69_7E2KQ
d66loRGlrFvdcWz6AA2Gkw,5RtAJPXFLTzwALIe1mtNuA
o5d_-DwUmAofemmaSL7YLg,hFa7UxRZgJDQJ3UBhQsu9A
sbJE7-nWyBXhayFR8U3dGA,OlOVRlcEstxKK_6hMjy63A
0H5gP_63wvMonL9kekobcw,jVJH1KfitQi87MYMh6vyMg
